GEOID,NAMELSAD,ALAND,lihtc_projects,lihtc_units_total,lihtc_units_li,lihtc_latest_pis,hud_202prac_units,hud_811prac_units,hud_hcv_units,hud_modrehab_units,hud_pbs8_units,hud_pubhsg_units,hud_all_units,hca_count,org_count,org_names,nez_overlap_frac,nez_present
48113018900,Census Tract 189,3547078,0.0,0.0,0.0,,39,0,24,0,0,0,63,0.0,0.0,,0.0,False
48113019013,Census Tract 190.13,1376142,1.0,183.0,183.0,2001.0,0,0,83,0,98,0,181,0.0,0.0,,0.0,False
48113019016,Census Tract 190.16,1139087,0.0,0.0,0.0,,0,0,10,0,0,0,10,0.0,0.0,,0.0,False
48113019020,Census Tract 190.20,2469707,0.0,0.0,0.0,,0,0,27,0,0,0,27,0.0,0.0,,0.0,False
48113019023,Census Tract 190.23,2742350,0.0,0.0,0.0,,0,0,17,0,0,0,17,0.0,0.0,,0.0,False
48113019024,Census Tract 190.24,2520606,0.0,0.0,0.0,,0,0,50,0,0,0,50,0.0,0.0,,0.0,False
48113019025,Census Tract 190.25,2001966,0.0,0.0,0.0,,0,0,19,0,0,0,19,0.0,0.0,,0.0,False
48113019026,Census Tract 190.26,2727453,1.0,122.0,92.0,2022.0,0,0,9,0,0,0,9,0.0,0.0,,0.0,False
48113019027,Census Tract 190.27,5156627,0.0,0.0,0.0,,0,0,29,0,0,0,29,0.0,0.0,,0.0,False
48113019028,Census Tract 190.28,1466991,0.0,0.0,0.0,,0,0,27,0,0,0,27,0.0,0.0,,0.0,False
48113021100,Census Tract 211,11000161,0.0,0.0,0.0,,0,0,73,0,0,0,73,0.0,0.0,,0.0,False
48113016632,Census Tract 166.32,2566486,0.0,0.0,0.0,,0,0,21,0,0,0,21,0.0,0.0,,0.0,False
48113016628,Census Tract 166.28,2628166,0.0,0.0,0.0,,0,0,43,0,0,0,43,0.0,0.0,,0.0,False
48113011901,Census Tract 119.01,2087006,0.0,0.0,0.0,,0,0,21,0,0,1,22,0.0,0.0,,0.0,False
48113011902,Census Tract 119.02,2597923,0.0,0.0,0.0,,0,0,17,0,0,3,20,0.0,0.0,,0.0,False
48113009204,Census Tract 92.04,1595424,0.0,0.0,0.0,,0,0,6,0,0,11,17,0.0,0.0,,0.0,False
48113011802,Census Tract 118.02,2422254,0.0,0.0,0.0,,0,0,11,0,0,0,11,0.0,0.0,,0.0,False
48113017307,Census Tract 173.07,2949874,0.0,0.0,0.0,,0,0,164,0,0,0,164,0.0,0.0,,0.0,False
48113016627,Census Tract 166.27,2628337,0.0,0.0,0.0,,0,0,8,0,0,0,8,0.0,0.0,,0.0,False
48113011801,Census Tract 118.01,2615291,1.0,144.0,144.0,2005.0,0,0,131,0,99,5,235,0.0,0.0,,0.0,False
48113001601,Census Tract 16.01,639913,3.0,507.0,320.0,2003.0,0,0,341,0,0,332,673,0.0,0.0,,0.0,False
48113007828,Census Tract 78.28,1117489,0.0,0.0,0.0,,0,0,0,0,0,0,0,0.0,0.0,,0.5602102615703132,True
48113013013,Census Tract 130.13,2765662,0.0,0.0,0.0,,0,0,0,0,0,0,0,0.0,0.0,,0.0,False
48113002703,Census Tract 27.03,2989504,1.0,76.0,60.0,2006.0,0,0,43,0,0,248,291,0.0,2.0,Frazier Revitalization Inc; Fair Park First,0.026036572093734008,True
48113020900,Census Tract 209,5331818,1.0,30.0,30.0,2002.0,0,0,39,0,0,0,39,0.0,0.0,,0.34999673141113574,True
48113018147,Census Tract 181.47,2821179,0.0,0.0,0.0,,0,0,6,0,0,0,6,0.0,0.0,,0.0,False
48113021000,Census Tract 210,4383139,2.0,210.0,190.0,2010.0,0,0,65,0,0,0,65,0.0,0.0,,0.20182699995993622,True
48113017308,Census Tract 173.08,2965961,0.0,0.0,0.0,,0,0,134,0,0,0,134,0.0,0.0,,0.0,False
48113017203,Census Tract 172.03,3345284,0.0,0.0,0.0,,0,0,14,0,0,0,14,0.0,0.0,,0.0,False
48113017311,Census Tract 173.11,1599711,0.0,0.0,0.0,,0,0,27,0,0,0,27,0.0,0.0,,0.0,False
48113017314,Census Tract 173.14,15763338,1.0,220.0,220.0,2020.0,0,0,294,0,0,0,294,0.0,0.0,,0.0,False
48113017006,Census Tract 170.06,64872841,0.0,0.0,0.0,,0,0,1,0,30,0,31,0.0,0.0,,0.0,False
48113012101,Census Tract 121.01,834156,2.0,322.0,304.0,2006.0,0,0,183,0,0,0,183,0.0,0.0,,0.0,False
48113017820,Census Tract 178.20,1645815,0.0,0.0,0.0,,0,0,16,0,0,0,16,0.0,0.0,,0.0,False
48113016806,Census Tract 168.06,3565590,0.0,0.0,0.0,,0,0,39,0,0,0,39,0.0,0.0,,0.0,False
48113016631,Census Tract 166.31,5139731,0.0,0.0,0.0,,0,0,9,0,0,0,9,0.0,0.0,,0.0,False
48113020402,Census Tract 204.02,5306753,1.0,164.0,164.0,2014.0,0,0,30,0,0,0,30,0.0,0.0,,0.0,False
48113017204,Census Tract 172.04,2888347,1.0,160.0,128.0,2006.0,0,0,169,0,0,0,169,0.0,0.0,,0.0,False
48113017315,Census Tract 173.15,3858888,0.0,0.0,0.0,,0,0,112,0,0,0,112,0.0,0.0,,0.0,False
48113017310,Census Tract 173.10,2820234,0.0,0.0,0.0,,0,0,137,0,0,0,137,0.0,0.0,,0.0,False
48113017008,Census Tract 170.08,17911931,1.0,100.0,78.0,2006.0,0,0,32,0,0,0,32,0.0,0.0,,0.0,False
48113018155,Census Tract 181.55,12569116,0.0,0.0,0.0,,0,0,7,0,0,0,7,0.0,0.0,,0.0,False
48113017815,Census Tract 178.15,2443698,1.0,209.0,213.0,2014.0,0,0,62,0,0,0,62,0.0,0.0,,0.0,False
48113016709,Census Tract 167.09,29486990,1.0,144.0,142.0,2004.0,0,0,174,0,0,0,174,0.0,0.0,,0.0,False
48113019029,Census Tract 190.29,2162755,0.0,0.0,0.0,,0,0,54,0,0,0,54,0.0,0.0,,0.0,False
48113019031,Census Tract 190.31,3523347,0.0,0.0,0.0,,0,0,16,0,0,0,16,0.0,0.0,,0.0,False
48113019034,Census Tract 190.34,1773268,0.0,0.0,0.0,,0,0,63,0,0,0,63,0.0,0.0,,0.3114241539406707,True
48113019035,Census Tract 190.35,1056295,0.0,0.0,0.0,,0,0,2,0,0,0,2,0.0,0.0,,0.9736406952285309,True
48113019036,Census Tract 190.36,2687672,0.0,0.0,0.0,,0,0,6,0,0,0,6,0.0,0.0,,0.0,False
48113019037,Census Tract 190.37,1777535,0.0,0.0,0.0,,48,0,14,0,0,0,62,0.0,0.0,,0.0,False
48113019202,Census Tract 192.02,2010839,0.0,0.0,0.0,,0,0,11,0,0,0,11,0.0,0.0,,0.0,False
48113019203,Census Tract 192.03,2958019,0.0,0.0,0.0,,0,0,6,0,0,0,6,0.0,0.0,,0.0,False
48113017101,Census Tract 171.01,9969443,0.0,0.0,0.0,,0,0,26,0,0,2,28,0.0,0.0,,0.0,False
48113017201,Census Tract 172.01,5833533,2.0,344.0,312.0,2021.0,0,0,105,0,24,0,129,0.0,0.0,,0.0,False
48113019205,Census Tract 192.05,3047487,0.0,0.0,0.0,,0,0,0,0,0,0,0,0.0,0.0,,0.0,False
48113019208,Census Tract 192.08,1252224,0.0,0.0,0.0,,0,18,9,0,0,0,27,0.0,0.0,,0.0,False
48113017400,Census Tract 174,2945005,0.0,0.0,0.0,,0,0,23,0,0,0,23,0.0,0.0,,0.0,False
48113017704,Census Tract 177.04,3123218,0.0,0.0,0.0,,0,0,76,0,0,0,76,0.0,0.0,,0.0,False
48113017500,Census Tract 175,4562289,0.0,0.0,0.0,,0,0,21,0,0,0,21,0.0,0.0,,0.0,False
48113017805,Census Tract 178.05,8580495,0.0,0.0,0.0,,0,0,141,0,0,0,141,0.0,0.0,,0.0,False
48113017806,Census Tract 178.06,2670197,0.0,0.0,0.0,,0,0,25,0,0,0,25,0.0,0.0,,0.0,False
48113017602,Census Tract 176.02,3196306,0.0,0.0,0.0,,0,0,18,0,0,0,18,0.0,0.0,,0.0,False
48113019210,Census Tract 192.10,3109154,0.0,0.0,0.0,,0,0,0,0,0,0,0,0.0,0.0,,0.0,False
48113019211,Census Tract 192.11,3358304,1.0,50.0,50.0,2022.0,0,0,9,0,50,0,59,0.0,0.0,,0.0,False
48113019301,Census Tract 193.01,1199676,0.0,0.0,0.0,,0,0,0,0,0,0,0,0.0,0.0,,0.0,False
48113019400,Census Tract 194,1530240,0.0,0.0,0.0,,0,0,0,0,0,0,0,0.0,0.0,,0.0,False
48113019501,Census Tract 195.01,2896843,0.0,0.0,0.0,,0,0,0,0,0,0,0,0.0,0.0,,0.0,False
48113017811,Census Tract 178.11,2351598,0.0,0.0,0.0,,0,0,11,0,0,0,11,0.0,0.0,,0.0,False
48113017812,Census Tract 178.12,1909986,0.0,0.0,0.0,,0,0,9,0,0,0,9,0.0,0.0,,0.0,False
48113017808,Census Tract 178.08,2774002,1.0,140.0,98.0,2018.0,0,0,33,0,0,0,33,0.0,0.0,,0.0,False
48113017814,Census Tract 178.14,3522572,0.0,0.0,0.0,,0,0,10,0,0,0,10,0.0,0.0,,0.0,False
48113017900,Census Tract 179,3421236,0.0,0.0,0.0,,0,0,21,0,0,0,21,0.0,0.0,,0.0,False
48113019502,Census Tract 195.02,2074305,0.0,0.0,0.0,,0,0,1,0,0,0,1,0.0,0.0,,0.0,False
48113019600,Census Tract 196,1015403,0.0,0.0,0.0,,0,0,0,0,0,0,0,0.0,0.0,,0.0,False
48113019700,Census Tract 197,2137907,0.0,0.0,0.0,,0,0,0,0,0,0,0,0.0,0.0,,0.0,False
48113019800,Census Tract 198,2656286,0.0,0.0,0.0,,0,0,0,0,0,0,0,0.0,0.0,,0.0,False
48113019900,Census Tract 199,1521668,1.0,160.0,160.0,2011.0,0,0,2,0,0,0,2,0.0,0.0,,0.0,False
48113013607,Census Tract 136.07,2115640,0.0,0.0,0.0,,0,0,5,0,0,0,5,0.0,0.0,,0.0,False
48113010101,Census Tract 101.01,2711800,1.0,151.0,120.0,2005.0,0,0,14,0,0,0,14,0.0,0.0,,0.6488227784454371,True
48113010102,Census Tract 101.02,1798141,0.0,0.0,0.0,,0,0,1,0,0,0,1,0.0,0.0,,0.6615693278637692,True
48113010500,Census Tract 105,4948641,0.0,0.0,0.0,,0,0,2,0,0,0,2,0.0,0.0,,0.0,False
48113010601,Census Tract 106.01,6861821,0.0,0.0,0.0,,0,0,0,0,0,0,0,0.0,0.0,,0.0,False
48113010602,Census Tract 106.02,2781515,0.0,0.0,0.0,,0,0,0,0,280,0,280,0.0,0.0,,0.0,False
48113020100,Census Tract 201,12882670,0.0,0.0,0.0,,0,0,2,0,1,0,3,0.0,0.0,,0.0,False
48113020200,Census Tract 202,25308116,0.0,0.0,0.0,,0,0,60,0,0,0,60,0.0,0.0,,0.0,False
48113014128,Census Tract 141.28,1125073,0.0,0.0,0.0,,0,0,0,0,0,0,0,0.0,0.0,,0.0,False
48113016522,Census Tract 165.22,18437888,0.0,0.0,0.0,,0,0,35,0,0,0,35,0.0,0.0,,0.0,False
48113017606,Census Tract 176.06,4135384,0.0,0.0,0.0,,0,0,38,0,0,0,38,0.0,0.0,,0.0,False
48113000606,Census Tract 6.06,1058450,0.0,0.0,0.0,,0,0,1,0,0,0,1,0.0,0.0,,0.0,False
48113016803,Census Tract 168.03,4669681,0.0,0.0,0.0,,0,0,56,0,0,0,56,0.0,0.0,,0.0,False
48113007812,Census Tract 78.12,2843536,0.0,0.0,0.0,,0,0,0,0,0,0,0,0.0,0.0,,0.010669565533427612,True
48113009803,Census Tract 98.03,1452589,0.0,0.0,0.0,,0,0,0,0,0,0,0,0.0,0.0,,0.0,False
48113013717,Census Tract 137.17,1377396,0.0,0.0,0.0,,0,0,0,0,0,0,0,0.0,0.0,,0.0,False
48113006100,Census Tract 61,2576417,0.0,0.0,0.0,,0,0,44,0,0,0,44,0.0,0.0,,0.0,False
48113017604,Census Tract 176.04,1471238,0.0,0.0,0.0,,0,0,18,0,0,0,18,0.0,0.0,,0.0,False
48113007809,Census Tract 78.09,2086128,1.0,386.0,386.0,1996.0,0,0,116,0,0,0,116,0.0,0.0,,0.7537759673840169,True
48113019033,Census Tract 190.33,1394493,0.0,0.0,0.0,,0,0,16,0,0,0,16,0.0,0.0,,0.0,False
48113013618,Census Tract 136.18,1418344,0.0,0.0,0.0,,1,0,0,0,0,0,1,0.0,0.0,,0.0,False
48113009900,Census Tract 99,23364131,1.0,87.0,85.0,2022.0,0,0,52,0,0,0,52,0.0,0.0,,0.0,False
48113009804,Census Tract 98.04,1035607,3.0,554.0,554.0,1995.0,0,0,7,0,0,0,7,0.0,0.0,,0.0,False
48113016516,Census Tract 165.16,2577418,0.0,0.0,0.0,,0,0,103,0,0,0,103,0.0,0.0,,0.0,False
48113018132,Census Tract 181.32,4145349,0.0,0.0,0.0,,0,0,17,0,0,0,17,0.0,0.0,,0.0,False
48113009103,Census Tract 91.03,1232156,0.0,0.0,0.0,,0,0,4,0,1,1,6,0.0,0.0,,0.0,False
48113001504,Census Tract 15.04,613173,1.0,61.0,61.0,1994.0,0,0,85,61,0,0,146,0.0,0.0,,0.0,False
48113014308,Census Tract 143.08,1076275,0.0,0.0,0.0,,0,0,5,0,1,0,6,0.0,0.0,,0.0,False
48113006800,Census Tract 68,1625197,0.0,0.0,0.0,,0,0,4,0,0,0,4,0.0,0.0,,0.0,False
48113006900,Census Tract 69,1583676,1.0,112.0,112.0,1991.0,0,0,68,0,0,179,247,0.0,0.0,,0.0,False
48113009701,Census Tract 97.01,2545829,0.0,0.0,0.0,,0,0,1,0,0,3,4,0.0,0.0,,0.0,False
48113014603,Census Tract 146.03,1163570,0.0,0.0,0.0,,0,0,2,0,0,0,2,0.0,0.0,,0.0,False
48113016618,Census Tract 166.18,4235352,0.0,0.0,0.0,,0,0,27,0,0,0,27,0.0,0.0,,0.0,False
48113016619,Census Tract 166.19,2392381,1.0,180.0,180.0,2003.0,0,0,126,0,0,0,126,0.0,0.0,,0.0,False
48113018130,Census Tract 181.30,2952050,1.0,200.0,200.0,2004.0,0,0,146,0,0,0,146,0.0,0.0,,0.0,False
48113019032,Census Tract 190.32,1269531,0.0,0.0,0.0,,0,0,2,0,0,0,2,0.0,0.0,,0.0,False
48113000100,Census Tract 1,3077392,0.0,0.0,0.0,,0,0,0,0,0,0,0,0.0,0.0,,0.0,False
48113000201,Census Tract 2.01,1762502,0.0,0.0,0.0,,0,0,0,0,0,0,0,0.0,0.0,,0.0,False
48113000202,Census Tract 2.02,1571509,0.0,0.0,0.0,,0,0,0,0,0,0,0,0.0,0.0,,0.0,False
48113000300,Census Tract 3,1809162,0.0,0.0,0.0,,0,0,0,0,0,0,0,1.0,0.0,,0.0,False
48113000401,Census Tract 4.01,2020908,0.0,0.0,0.0,,0,0,64,0,0,0,64,0.0,0.0,,0.0,False
48113000405,Census Tract 4.05,438318,0.0,0.0,0.0,,0,0,42,0,0,180,222,0.0,0.0,,0.0,False
48113001001,Census Tract 10.01,646816,0.0,0.0,0.0,,0,0,0,0,0,0,0,0.0,0.0,,0.0,False
48113001002,Census Tract 10.02,809000,0.0,0.0,0.0,,0,0,2,0,0,0,2,0.0,0.0,,0.0,False
48113001102,Census Tract 11.02,878249,0.0,0.0,0.0,,0,0,0,0,17,0,17,0.0,0.0,,0.0,False
48113001204,Census Tract 12.04,560060,0.0,0.0,0.0,,0,0,0,0,0,0,0,0.0,2.0,Texas Tenants Union; East Dallas Community Organization,0.0,False
48113001301,Census Tract 13.01,1052565,0.0,0.0,0.0,,56,0,14,0,127,0,197,0.0,0.0,,0.0,False
48113001302,Census Tract 13.02,672362,0.0,0.0,0.0,,0,0,44,0,0,0,44,0.0,0.0,,0.0,False
48113001400,Census Tract 14,1027418,2.0,68.0,23.0,1991.0,0,0,136,0,0,0,136,0.0,0.0,,0.0,False
48113001101,Census Tract 11.01,1293440,0.0,0.0,0.0,,0,0,2,0,0,0,2,0.0,0.0,,0.0,False
48113001502,Census Tract 15.02,1050376,0.0,0.0,0.0,,0,0,22,0,0,0,22,1.0,0.0,,0.0,False
48113001503,Census Tract 15.03,623787,0.0,0.0,0.0,,0,0,188,0,23,0,211,0.0,0.0,,0.0,False
48113012209,Census Tract 122.09,1765091,0.0,0.0,0.0,,0,0,1,0,0,0,1,0.0,0.0,,0.0,False
48113016620,Census Tract 166.20,5270798,0.0,0.0,0.0,,0,0,37,0,0,0,37,0.0,0.0,,0.0,False
48113016409,Census Tract 164.09,6068070,0.0,0.0,0.0,,0,0,3,0,0,0,3,0.0,0.0,,0.0,False
48113009303,Census Tract 93.03,5111341,0.0,0.0,0.0,,0,0,5,0,0,0,5,0.0,0.0,,0.0,False
48113016902,Census Tract 169.02,25249682,1.0,336.0,336.0,2017.0,0,0,198,0,0,0,198,0.0,0.0,,0.0,False
48113011601,Census Tract 116.01,10003155,1.0,240.0,240.0,2004.0,0,0,92,0,0,0,92,0.0,0.0,,0.0,False
48113019302,Census Tract 193.02,1862188,0.0,0.0,0.0,,0,0,2,0,0,0,2,0.0,0.0,,0.0,False
48113014601,Census Tract 146.01,1169672,1.0,168.0,168.0,2011.0,0,0,24,0,0,0,24,0.0,0.0,,0.0,False
48113004600,Census Tract 46,712964,0.0,0.0,0.0,,0,0,31,0,0,0,31,0.0,0.0,,0.0,False
48113007102,Census Tract 71.02,2501305,1.0,60.0,60.0,1991.0,0,0,10,0,0,0,10,0.0,0.0,,0.0,False
48113007301,Census Tract 73.01,1881952,0.0,0.0,0.0,,0,0,0,0,0,0,0,0.0,0.0,,0.0,False
48113007302,Census Tract 73.02,3669423,0.0,0.0,0.0,,0,0,0,0,0,0,0,0.0,0.0,,0.0,False
48113003700,Census Tract 37,1634059,0.0,0.0,0.0,,0,0,34,0,0,0,34,0.0,3.0,Dallas Community Land Trust; Southfair Community Development Corporation; Innercity Community Development Corporation,0.9942714286737526,True
48113007810,Census Tract 78.10,2302844,0.0,0.0,0.0,,0,0,18,0,0,0,18,0.0,0.0,,0.22267658209795058,True
48113007903,Census Tract 79.03,1227090,0.0,0.0,0.0,,0,0,0,0,0,0,0,0.0,0.0,,0.9388905309421127,True
48113007906,Census Tract 79.06,1247282,0.0,0.0,0.0,,0,0,0,0,0,0,0,0.0,0.0,,0.0,False
48113016802,Census Tract 168.02,37156351,1.0,280.0,280.0,2004.0,0,0,6,0,0,0,6,0.0,0.0,,0.0,False
48113016704,Census Tract 167.04,2591897,0.0,0.0,0.0,,0,0,91,0,0,0,91,0.0,0.0,,0.0,False
48113018105,Census Tract 181.05,3222184,1.0,120.0,104.0,2020.0,0,0,67,0,0,0,67,0.0,0.0,,0.0,False
48113018001,Census Tract 180.01,2656321,1.0,155.0,113.0,2016.0,0,0,64,0,0,0,64,0.0,0.0,,0.0,False
48113018110,Census Tract 181.10,5389039,0.0,0.0,0.0,,0,0,6,0,0,0,6,0.0,0.0,,0.0,False
48113018203,Census Tract 182.03,4566368,0.0,0.0,0.0,,0,0,22,0,0,0,22,0.0,0.0,,0.0,False
48113018204,Census Tract 182.04,1757605,0.0,0.0,0.0,,0,0,9,0,0,0,9,0.0,0.0,,0.0,False
48113018206,Census Tract 182.06,1770923,0.0,0.0,0.0,,55,0,7,0,0,0,62,0.0,0.0,,0.0,False
48113017703,Census Tract 177.03,2179236,0.0,0.0,0.0,,0,0,177,0,0,0,177,0.0,0.0,,0.0,False
48113008705,Census Tract 87.05,2014291,0.0,0.0,0.0,,0,0,10,0,0,0,10,0.0,0.0,,0.0,False
48113010701,Census Tract 107.01,10134189,2.0,330.0,330.0,2013.0,0,0,77,0,0,0,77,0.0,0.0,,0.0,False
48113013901,Census Tract 139.01,1765650,0.0,0.0,0.0,,0,0,0,0,0,0,0,0.0,0.0,,0.0,False
48113004202,Census Tract 42.02,1274207,0.0,0.0,0.0,,0,0,2,0,85,0,87,0.0,0.0,,0.0,False
48113004300,Census Tract 43,4585068,0.0,0.0,0.0,,0,0,0,0,0,0,0,1.0,0.0,,0.6073413597596107,True
48113004400,Census Tract 44,2107023,0.0,0.0,0.0,,0,0,0,0,0,0,0,0.0,0.0,,0.0,False
48113004500,Census Tract 45,1972793,1.0,100.0,100.0,1991.0,0,0,15,0,0,0,15,0.0,0.0,,0.0,False
