hud_id,project,proj_add,proj_cty,proj_st,proj_zip,state_id,latitude,longitude,place1990,place2000,place2010,place2020,fips1990,fips2000,fips2010,fips2020,st2020,cnty2020,scattered_site_cd,resyndication_cd,allocamt,n_units,li_units,n_0br,n_1br,n_2br,n_3br,n_4br,aff_period,aff_yrs,inc_ceil,low_ceil,ceilunit,yr_pis,yr_alloc,non_prof,basis,bond,mff_ra,fmha_514,fmha_515,fmha_538,home,home_amt,tcap,tcap_amt,cdbg,cdbg_amt,htf,htf_amt,fha,hopevi,hpvi_amt,tcep,tcep_amt,rad,qozf,qozf_amt,rentassist,trgt_pop,trgt_fam,trgt_eld,trgt_dis,trgt_hml,trgt_other,trgt_spc,type,credit,n_unitsr,li_unitr,metro,dda,qct,nonprog,nlm_reason,nlm_spc,datanote,record_stat
TXA19920045,CLOVERLEAF APTS,1900 CLOVERLEAF LN,IRVING,TX,75061,TX0932,32.831515,-96.988655,2060.0,37000.0,37000.0,37000.0,48113014402,48113014405,48113014405,48113014405,48,113,2.0,,,50.0,50.0,33.0,7.0,6.0,2.0,2.0,,,,,,1992,1990,2.0,2.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,50.0,50.0,1.0,0.0,2.0,,,,,X
TXA19920130,MANOR ON THE PARK,3122 PARK LN,DALLAS,TX,75220,70076,32.87564,-96.873143,1085.0,19000.0,19000.0,19000.0,48113009801,48113009804,48113009804,48113009804,48,113,2.0,,,86.0,86.0,0.0,26.0,43.0,17.0,0.0,,,,,,1992,1990,2.0,2.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,86.0,86.0,1.0,0.0,2.0,,,,,X
TXA19920165,REDBIRD TRAILS APTS,3636 W RED BIRD LN,DALLAS,TX,75237,TX1023,32.675797,-96.878793,1085.0,19000.0,19000.0,19000.0,48113010900,48113010901,48113010904,48113010904,48,113,2.0,,,252.0,252.0,0.0,120.0,132.0,0.0,0.0,,,,,,1992,1992,2.0,2.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,252.0,252.0,1.0,0.0,2.0,,,,,X
TXA19920200,STARLIGHT APTS,9709 STARLIGHT RD,DALLAS,TX,75220,TX1031,32.856299,-96.874172,1085.0,19000.0,19000.0,19000.0,48113007201,48113007201,48113007201,48113007203,48,113,2.0,,,71.0,64.0,0.0,39.0,32.0,0.0,0.0,,,,,,1992,1992,2.0,2.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,71.0,64.0,1.0,0.0,2.0,,,,,X
TXA19930085,LAKERIDGE APTS,2510 COMMUNITY DR,DALLAS,TX,75220,TX0993,32.855318,-96.876993,1085.0,19000.0,19000.0,19000.0,48113007201,48113007201,48113007201,48113007203,48,113,2.0,,,66.0,66.0,0.0,38.0,28.0,0.0,0.0,,,,,,1993,1991,2.0,2.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,66.0,66.0,1.0,0.0,2.0,,,,,X
TXA19930170,SKYLINE APTS,3402 S BUCKNER BLVD,DALLAS,TX,75227,TX-92-061,32.766268,-96.682431,1085.0,19000.0,19000.0,19000.0,48113009001,48113009000,48113009000,48113009001,48,113,2.0,,,272.0,272.0,0.0,116.0,156.0,0.0,0.0,,,,,,1993,1992,1.0,2.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,272.0,272.0,1.0,0.0,2.0,,,,,X
TXA19940060,CEDAR RIDGE APTS - DALLAS,7905 MARVIN D LOVE FWY,DALLAS,TX,75237,TX-91-053,32.65158,-96.881966,1085.0,19000.0,19000.0,19000.0,48113016607,48113016607,48113016607,48113016607,48,113,2.0,,,192.0,192.0,0.0,64.0,128.0,0.0,0.0,,,,,,1994,1991,2.0,2.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,192.0,192.0,1.0,0.0,2.0,,,,,X
TXA19940070,CORNERSTONE CHASE APTS,3120 VALLEY MEADOW DR,DALLAS,TX,75220,TX1049,32.874295,-96.873671,1085.0,19000.0,19000.0,19000.0,48113009801,48113009804,48113009804,48113009804,48,113,2.0,,,166.0,166.0,0.0,58.0,68.0,40.0,0.0,,,,,,1994,1992,1.0,2.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,166.0,166.0,1.0,0.0,2.0,,,,,X
TXA19940200,NORTH OAK APTS,1417 N NURSERY RD,IRVING,TX,75061,TX1018,32.828279,-96.935629,2060.0,37000.0,37000.0,37000.0,48113014600,48113014602,48113014602,48113014602,48,113,2.0,,,132.0,132.0,0.0,68.0,40.0,24.0,0.0,,,,,,1994,1992,2.0,2.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,132.0,132.0,1.0,0.0,2.0,,,,AKA NORTH OAKS APTS.,X
TXA19940240,PRINCE OF WALES,4515 LIVE OAK ST,DALLAS,TX,75204,TX-93-093-,32.800001,-96.775878,1085.0,19000.0,19000.0,19000.0,48113001504,48113001504,48113001504,48113001504,48,113,2.0,,,61.0,61.0,61.0,0.0,0.0,0.0,0.0,,,,,,1994,1993,2.0,1.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,61.0,61.0,1.0,0.0,2.0,,,,,X
TXA19940330,WOODHOLLOW,4424 WOODHOLLOW DR,DALLAS,TX,75237,TX1054,32.688829,-96.863633,1085.0,19000.0,19000.0,19000.0,48113010900,48113010901,48113010904,48113010904,48,113,2.0,,,236.0,236.0,0.0,48.0,140.0,48.0,0.0,,,,,,1994,1992,2.0,2.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,236.0,236.0,1.0,0.0,2.0,,,,,X
TXA19950070,BRYAN PLACE APTS,3219 SAN JACINTO ST,DALLAS,TX,75204,TX2299,32.794151,-96.788957,1085.0,19000.0,19000.0,19000.0,48113001600,48113001600,48113001600,48113001602,48,113,2.0,,,22.0,22.0,0.0,6.0,16.0,0.0,0.0,,,,,,1995,1993,2.0,1.0,2.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,22.0,22.0,1.0,0.0,2.0,,,,,X
TXA19950100,COOPERS CROSSING,1101 OXBOW DR,IRVING,TX,75038,TX1115,32.883588,-96.963606,2060.0,37000.0,37000.0,37000.0,48113014304,48113014304,48113014312,48113014313,48,113,2.0,,,93.0,93.0,0.0,0.0,36.0,57.0,0.0,,,,,,1995,1993,2.0,2.0,2.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,93.0,93.0,1.0,0.0,2.0,,,,FKA THE MARKS,X
TXA19950130,ESTRADA APTS,1919 WALNUT PLZ,CARROLLTON,TX,75006,TX1227,32.956229,-96.88851,740.0,13024.0,13024.0,13024.0,48113013707,48113013718,48113013718,48113013718,48,113,2.0,,,245.0,245.0,1.0,112.0,128.0,4.0,0.0,,,,,,1995,1994,2.0,2.0,2.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,245.0,245.0,1.0,0.0,2.0,,,,PREVIOUSLY LISTED AS TXA1991180.,X
TXA19950275,OAKRIDGE APTS,2803 W ILLINOIS AVE,DALLAS,TX,75233,TX-93-159,32.720519,-96.865843,1085.0,19000.0,19000.0,19000.0,48113010802,48113010802,48113010804,48113010804,48,113,2.0,,,46.0,46.0,0.0,14.0,32.0,0.0,0.0,,,,,,1995,1993,2.0,1.0,2.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,3.0,46.0,46.0,1.0,0.0,2.0,,,,,X
TXA19950355,SIERRA VISTA APTS,2775 NORTHAVEN RD,DALLAS,TX,75229,TX1145,32.90398,-96.883425,1085.0,19000.0,19000.0,19000.0,48113009606,48113009610,48113009610,48113009610,48,113,2.0,,,224.0,224.0,0.0,96.0,108.0,20.0,0.0,,,,,,1995,1993,1.0,2.0,2.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,3.0,224.0,224.0,1.0,0.0,2.0,,,,FKA CHERRY WALK APT,X
TXA19950400,MEADOWS APTS (GARLAND),3826 EASTON MEADOWS DR,GARLAND,TX,75043,TX-93-101,32.852065,-96.573646,1580.0,19000.0,29000.0,29000.0,48113018119,48113018119,48113018138,48113018138,48,113,2.0,,,152.0,152.0,0.0,52.0,64.0,36.0,0.0,,,,,,1995,1993,2.0,2.0,2.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,152.0,152.0,1.0,0.0,2.0,,,,,X
TXA19950410,TRAILS REDEVELOPMENT (DALLAS),3109 CHAPEL CREEK DR,DALLAS,TX,75220,TX2326,32.872183,-96.868667,1085.0,19000.0,19000.0,19000.0,48113009801,48113009804,48113009804,48113009804,48,113,2.0,,,302.0,302.0,0.0,136.0,156.0,10.0,0.0,,,,,,1995,1993,2.0,2.0,2.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,302.0,302.0,1.0,0.0,2.0,,,,AKA SPANISH CREEK APTS.,X
TXA19950415,WATERFORD AT VALLEY RANCH,151 COWBOYS PKWY,IRVING,TX,75063,TX1171,32.941386,-96.944613,2060.0,37000.0,37000.0,37000.0,48113014110,48113014110,48113014132,48113014132,48,113,2.0,,,300.0,300.0,0.0,116.0,136.0,48.0,0.0,,,,,,1995,1993,2.0,2.0,2.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,300.0,300.0,1.0,0.0,2.0,,,,,X
TXA19950435,VALLEY TRAILS APTS,8903 VALLEY RANCH PKWY E,IRVING,TX,75063,TX1194,32.928638,-96.94599,2060.0,37000.0,37000.0,37000.0,48113014110,48113014110,48113014131,48113014142,48,113,2.0,,,204.0,204.0,0.0,0.0,132.0,72.0,0.0,,,,,,1995,1993,1.0,2.0,2.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,204.0,204.0,1.0,0.0,2.0,,,,AKA VALLEY TRAIL APTS.,X
TXA19950460,WILLIAMSBURG APARTMENTS,2421 S CARRIER PKWY,GRAND PRAIRIE,TX,75051,TX2340,32.712032,-97.01509,1695.0,30464.0,30464.0,30464.0,48113016200,48113016202,48113016202,48113016203,48,113,2.0,,,418.0,418.0,29.0,198.0,191.0,29.0,0.0,,,2.0,2.0,0.0,1995,1993,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,0.0,2.0,0.0,,,2.0,2.0,0.0,2.0,0.0,,,,3.0,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,,418.0,418.0,1.0,0.0,2.0,,,,,X
TXA19950500,WOODGLEN PARK I,6800 S COCKRELL HILL RD,DALLAS,TX,75236,TX4962,32.666896,-96.891112,1085.0,19000.0,19000.0,19000.0,48113010900,48113010901,48113010903,48113010903,48,113,2.0,,,112.0,112.0,0.0,40.0,56.0,16.0,0.0,,,2.0,1.0,3.0,1995,1993,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,,,2.0,0.0,,,2.0,2.0,0.0,2.0,0.0,,,,4.0,2.0,,,,,,,1.0,2.0,112.0,112.0,1.0,0.0,2.0,,,,"PREVIOUSLY LISTED AS TXA1996245, TXA0000966. AKA WOODGLEN PARK APTS. FKA RED BIRD RIDGE",X
TXA19960070,DALLAS NORTH APTS,5557 ALPHA RD,DALLAS,TX,75240,TX1263,32.933055,-96.81215,1085.0,19000.0,19000.0,19000.0,48113013615,48113013615,48113013615,48113013615,48,113,2.0,,,206.0,206.0,0.0,110.0,88.0,8.0,0.0,,,,,,1996,1994,2.0,2.0,2.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,3.0,206.0,206.0,1.0,0.0,2.0,,,,AKA CMA II.,X
TXA19960085,HILLCREST HOUSE,834 N MARSALIS AVE,DALLAS,TX,75203,TX1265,32.757772,-96.815441,1085.0,19000.0,19000.0,19000.0,48113002000,48113002000,48113002000,48113002001,48,113,2.0,,,64.0,64.0,64.0,0.0,0.0,0.0,0.0,,,,,,1996,1994,2.0,1.0,2.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,64.0,64.0,1.0,0.0,2.0,,,,,X
TXA19960120,PETERSON PLACE APTS,5423 PETERSON LN,DALLAS,TX,75240,TX1226,32.930771,-96.814477,1085.0,1240.0,19000.0,19000.0,48113013614,48113013614,48113013626,48113013626,48,113,2.0,,,168.0,168.0,16.0,64.0,72.0,16.0,0.0,,,,,,1996,1994,2.0,2.0,2.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,3.0,168.0,168.0,1.0,0.0,2.0,,,,AKA CMA I.,X
TXA19960190,PARK AT CLIFF CREEK,7310 MARVIN D LOVE FWY,DALLAS,TX,75237,TX1312,32.658701,-96.872544,1085.0,19000.0,19000.0,19000.0,48113010900,48113010902,48113010902,48113010905,48,113,2.0,,,280.0,280.0,24.0,48.0,120.0,88.0,0.0,,,2.0,,,1996,1995,2.0,2.0,2.0,,,2.0,,2.0,0.0,,,,,,,,,,,,,,,,1.0,2.0,2.0,1.0,2.0,2.0,,2.0,,280.0,280.0,1.0,0.0,2.0,,,,,X
TXA19960225,WILLOW POND APTS,6003 ABRAMS RD,DALLAS,TX,75231,TX1229,32.857843,-96.748764,1085.0,19000.0,19000.0,19000.0,48113007809,48113007809,48113007809,48113007809,48,113,2.0,,,386.0,386.0,0.0,246.0,107.0,33.0,0.0,,,,,,1996,1994,2.0,2.0,2.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,386.0,386.0,1.0,0.0,2.0,,,,FKA GLEN HILLS,X
TXA19970055,ENCHANTED HILLS,7802 VILLA CLIFF DR,DALLAS,TX,75228,TX1313,32.802536,-96.714832,1085.0,19000.0,19000.0,19000.0,48113012203,48113012208,48113012208,48113012208,48,113,2.0,,,229.0,229.0,0.0,90.0,135.0,4.0,0.0,,,,,,1997,1995,2.0,2.0,2.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,229.0,229.0,1.0,0.0,2.0,,,,,X
TXA19970180,BIRCHWOOD APTS,4829 COLES MANOR PL,DALLAS,TX,75204,TX1477,32.812963,-96.785546,1085.0,19000.0,19000.0,19000.0,48113000800,48113000800,48113000800,48113000802,48,113,2.0,,,293.0,293.0,0.0,171.0,78.0,44.0,0.0,,,,,,1997,1996,2.0,1.0,2.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,3.0,293.0,293.0,1.0,0.0,2.0,,,,,X
TXA19970185,COURTYARDS AT KIRNWOOD,2600 BOLTON BOONE DR,DESOTO,TX,75115,TX1476,32.63993,-96.878281,1085.0,19000.0,20092.0,20092.0,48113016605,48113016605,48113016605,48113016635,48,113,2.0,,,198.0,198.0,0.0,119.0,79.0,0.0,0.0,,,,,,1997,1996,2.0,1.0,2.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,198.0,198.0,1.0,0.0,2.0,,,,,X
TXA19970195,VILLAS OF SORRENTO,3130 STAG RD,DALLAS,TX,75241,TX1636,32.694075,-96.764431,1085.0,19000.0,19000.0,19000.0,48113008701,48113008701,48113008701,48113008701,48,113,2.0,,,245.0,245.0,0.0,98.0,73.0,74.0,0.0,,,,,,1997,1996,2.0,1.0,2.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,245.0,245.0,1.0,0.0,2.0,,,,AKA THE VILLAS OF SORRENTO A NEVADA.,X
TXA19970200,WATERFORD AT GOLDMARK,13695 GOLDMARK DR,DALLAS,TX,75240,TX1457,32.936154,-96.7549,1085.0,19000.0,19000.0,19000.0,48113019209,48113019209,48113019213,48113019213,48,113,2.0,,,220.0,165.0,0.0,112.0,108.0,0.0,0.0,,,,,,1997,1995,2.0,1.0,2.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,220.0,165.0,1.0,0.0,2.0,,,,,X
TXA19970210,TREYMORE AT CITYPLACE,2101 N HASKELL AVE,DALLAS,TX,75204,TX1352,32.802337,-96.786905,1085.0,19000.0,19000.0,19000.0,48113001600,48113001600,48113001600,48113001601,48,113,2.0,,,180.0,72.0,0.0,83.0,73.0,24.0,0.0,,,,,,1997,1995,2.0,1.0,2.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,180.0,72.0,1.0,0.0,2.0,,,,,X
TXA19980045,CENTERVILLE POINTE,4266 DUCK CREEK DR,GARLAND,TX,75043,TX1615,32.863117,-96.622508,1580.0,29000.0,29000.0,29000.0,48113018111,48113018111,48113018111,48113018111,48,113,2.0,,,250.0,150.0,0.0,0.0,95.0,102.0,53.0,,,,,,1998,1996,2.0,2.0,2.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,250.0,150.0,1.0,0.0,2.0,,,,,X
TXA19980115,LAS LOMAS APTS,6161 TRAIL GLEN DR,DALLAS,TX,75217,TX1603,32.714086,-96.715893,1085.0,19000.0,19000.0,19000.0,48113009304,48113009304,48113009304,48113009304,48,113,2.0,,,230.0,138.0,0.0,108.0,84.0,36.0,2.0,,,,,,1998,1996,2.0,1.0,2.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,230.0,138.0,1.0,0.0,2.0,,,,,X
TXA19980235,PARKS AT WYNNEWOOD,1910 ARGENTIA DR,DALLAS,TX,75224,TX1383,32.72664,-96.828475,1085.0,19000.0,19000.0,19000.0,48113006200,48113006200,48113006200,48113006200,48,113,2.0,,,172.0,172.0,0.0,8.0,66.0,50.0,48.0,,,,,,1998,1995,2.0,2.0,2.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,172.0,172.0,1.0,0.0,2.0,,,,PREVIOUSLY LISTED AS TXA1995405.,X
TXA19980250,TREYMORE NORTH APTS,4144 OFFICE PKWY,DALLAS,TX,75204,TX-96-016,32.804586,-96.787751,1085.0,19000.0,19000.0,19000.0,48113000800,48113000800,48113000800,48113000801,48,113,2.0,,,70.0,52.0,0.0,36.0,16.0,18.0,0.0,,,,,,1998,1996,2.0,1.0,2.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,70.0,52.0,1.0,0.0,2.0,,,,AKA CARLETON-CITYPLACE II.,X
TXA19990035,COLUMBIA LUXAR TOWNHOMES,3120 GUADALUPE AVE,DALLAS,TX,75233,TX1824,32.706306,-96.889139,1085.0,19000.0,19000.0,19000.0,48113010802,48113010802,48113010805,48113010805,48,113,2.0,,,125.0,125.0,0.0,0.0,0.0,125.0,0.0,,,,,,1999,1997,2.0,1.0,2.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,125.0,125.0,1.0,0.0,2.0,,,,AKA KIEST TOWNHOMES.,X
TXA19990160,PRAIRIE ESTATES,1325 DAJA LN,GRAND PRAIRIE,TX,75050,TX1763,32.755511,-97.032782,1695.0,30464.0,30464.0,30464.0,48113015402,48113015404,48113015404,48113015404,48,113,2.0,,,160.0,160.0,0.0,0.0,0.0,60.0,100.0,,,,,,1999,1997,2.0,2.0,2.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,160.0,160.0,1.0,0.0,2.0,,,,,X
TXA19990205,TUSCANY AT GOLDMARK,13731 GOLDMARK DR,DALLAS,TX,75240,TX1676,32.936989,-96.753805,1085.0,19000.0,19000.0,19000.0,48113019209,48113019209,48113019213,48113019213,48,113,2.0,,,184.0,138.0,0.0,0.0,184.0,0.0,0.0,,,,,,1999,1997,2.0,1.0,2.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,184.0,138.0,1.0,0.0,2.0,,,,,X
TXA20000055,GREENS OF HICKORY TRAIL,8613 OLD HICKORY TRAIL,DALLAS,TX,75237,TX1936,32.644656,-96.865719,1085.0,19000.0,19000.0,19000.0,48113016605,48113016605,48113016605,48113016635,48,113,2.0,,,250.0,248.0,,,,,,,,,,,2000,1998,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,250.0,248.0,1.0,0.0,2.0,,,,,X
TXA20000065,HOMES OF PERSIMMON,3100 PERSIMMON RD,DALLAS,TX,75241,TX-98-170,32.676183,-96.769726,1085.0,19000.0,19000.0,19000.0,48113011401,48113011401,48113011401,48113011401,48,113,2.0,,,180.0,135.0,,,,,,,,,,,2000,1998,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,180.0,135.0,1.0,0.0,2.0,,,,,X
TXA20000100,OAKWOOD PLACE APTS,4950 WADSWORTH DR,DALLAS,TX,75216,TX2057,32.698804,-96.760288,1085.0,19000.0,19000.0,19000.0,48113008701,48113008701,48113008701,48113008701,48,113,2.0,,,206.0,155.0,,,,,,,,,,,2000,1999,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,206.0,155.0,1.0,0.0,2.0,,,,AKA WADSWORTH APTS.,X
TXA20010060,EBAN VILLAGE II,3011 PARK ROW AVE,DALLAS,TX,75215,TX2087,32.773005,-96.768394,1085.0,19000.0,19000.0,19000.0,48113003500,48113003500,48113020300,48113020300,48,113,2.0,,,220.0,165.0,0.0,77.0,102.0,41.0,0.0,,,,,,2001,1999,2.0,1.0,2.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,220.0,165.0,1.0,0.0,1.0,,,,,X
TXA20010110,LEGACY POINT APT HOMES,238 S BARNES DR,GARLAND,TX,75042,TX0051,32.913541,-96.678601,1580.0,29000.0,29000.0,29000.0,48113019013,48113019013,48113019013,48113019013,48,113,2.0,,,183.0,183.0,0.0,87.0,16.0,56.0,24.0,,,,,,2001,2000,2.0,1.0,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,183.0,183.0,1.0,0.0,1.0,,,,AKA LEGACY POINTE APT HOMES.,X
TXA20010135,PRIMROSE OAKS,2999 S HAMPTON RD,DALLAS,TX,75224,00014T,32.712848,-96.857303,1085.0,19000.0,19000.0,19000.0,48113010802,48113010802,48113010804,48113010804,48,113,2.0,,,250.0,250.0,,,,,,,,,,,2001,2001,2.0,1.0,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,250.0,250.0,1.0,0.0,1.0,,,,FKA THE OAKS AT HAMPTON,X
TXA20010140,PRIMROSE PARK AT ROLLING HILLS,2500 BOLTON BOONE DR,DESOTO,TX,,TX-00-029T,32.638189,-96.878669,1085.0,19000.0,20092.0,20092.0,48113016605,48113016605,48113016605,48113016635,48,113,2.0,,,250.0,250.0,0.0,98.0,152.0,0.0,0.0,,,,,,2001,2000,2.0,1.0,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,250.0,250.0,1.0,0.0,1.0,,,,,X
TXA20010160,ROSELAND TOWNHOMES,1949 N WASHINGTON AVE,DALLAS,TX,75204,TX2183,32.799848,-96.788767,1085.0,19000.0,19000.0,19000.0,48113001600,48113001600,48113001600,48113001601,48,113,2.0,,,189.0,144.0,0.0,10.0,74.0,90.0,15.0,,,,,,2001,1999,2.0,1.0,2.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,189.0,144.0,1.0,0.0,1.0,,,,,X
