"X","the_geom","geoid","HUD_ID","Y","project","proj_add","proj_cty","proj_st","proj_zip","COMPANY","ALLOCAMT","N_UNITS","LI_UNITS","P_LI_Units","N_Room","INC_CEIL","LOW_CEIL","CEILUNIT","YR_PIS","YR_ALLOC","NON_PROF","Funding","BASIS","BOND","FMHA_514","FMHA_515","FMHA_538","HOME","HOME_AMT","CDBG","CDBG_AMT","FHA","HOPEVI","HPVI_AMT","RENTASST","MFF_RA","TCAP","TCEP","TRGT_POP","TRGT_FAM","TRGT_ELD","TRGT_DIS","TRGT_HML","trgt_spc","TYPE","CREDIT","DDA","QCT","NONPROG","D_TRGT_ELD"
"-96.8112487793","POINT (-96.81124877899998 32.739227295000035)","481130049002","TXA2003115","32.7392272949","EWING VILLAS","811 MORRELL AVE","DALLAS","TX","75203","SPHINX DEVELOPMENT CORP","-9,999","80","60","75",,,,"0","2,003","2,001","No",,"No","No",,"No",,"No","0","No","0","No",,"0",,,,,"No",,,,,,"New Construction","70 % present value","Not in DDA","In a qualified tract","Yes","0"
"-96.7380905151","POINT (-96.73809051499995 32.775245667000036)","481130027011","TXA2006105","32.7752456665","FRAZIER FELLOWSHIP","4848 HATCHER ST","DALLAS","TX","75210","FRAZIER FELLOWSHIP LP","553,780","76","60","78.95","0 Eff, 16 1BR, 34 2BR, 0 3BR, 0 4BR","60% AMGI","Yes","0","2,006","2,004",,"Increase in eligible basis","Yes",,,"No",,"No","0",,"0",,,"0",,,,,"No",,,,,,"New Construction","70 % present value","Not in DDA","In a qualified tract","Yes","0"
"-96.857196","POINT (-96.85719599999999 32.712889000000075)","481130108041","TXA2001135","32.712889","PRIMROSE OAKS","2999 S HAMPTON RD","DALLAS","TX","75224","PINNACLE FAMILY OF COMPANIES - TEXAS OFFICE","-9,999","250","250","100",,,,"0","2,001","2,001","No","Increase in eligible basis, Tax-exempt bond received","Yes","Yes",,"No",,,"0",,"0",,,"0",,,,,,,,,,,"New Construction","30 % present value","Not in DDA","In a qualified tract","Yes","0"
"-96.7358703613","POINT (-96.73587036099997 32.91419601400003)","481130190163","TXA1994195","32.9141960144","NORTH CREEK APTS","9387 PINYON TREE LN","DALLAS","TX","75243","MITCHELL KENNETH H CPA","-9,999","158","158","100","94 Eff, 64 1BR, 0 2BR, 94 3BR, 0 4BR",,,"0","1,994","1,991","No",,"No",,,"No",,,"0",,"0",,,"0",,,,,,,,,,,"Acquisition and Rehab","Not Indicated","Not in DDA","Not in a qualified tract","Yes","0"
"-96.6982192993","POINT (-96.69821929899996 32.86429595900006)","481130130072","TXA1990105","32.8642959595","AUTUMN CREEK","10765 E NW HWY","DALLAS","TX","75238","MITCHELL KENNETH H CPA","-9,999","82","82","100","0 Eff, 38 1BR, 40 2BR, 0 3BR, 0 4BR",,,"0","1,990","1,990","No",,"No",,,"No",,,"0",,"0",,,"0",,,,,,,,,,,"Acquisition and Rehab","Not Indicated","Not in DDA","Not in a qualified tract","Yes","0"
"-96.7623519897","POINT (-96.76235198999996 32.86967468300003)","481130078192","TXA1990295","32.8696746826","SPINDLETOP APTS","5929 MELODY LN","DALLAS","TX","75231","MITCHELL KENNETH H CPA","-9,999","204","204","100","0 Eff, 126 1BR, 63 2BR, 0 3BR, 0 4BR",,,"0","1,990","1,990","No",,"No",,,"No",,,"0",,"0",,,"0",,,,,,,,,,,"Acquisition and Rehab","Not Indicated","Not in DDA","Not in a qualified tract","Yes","0"
"-96.8627166748","POINT (-96.86271667499994 32.785091400000056)","481130205001","TXA2010115","32.7850914001","VILLAGE AT LAKEWEST APTS II","2680 BICKERS ST","DALLAS","TX","75212","LAKEWEST SENIOR HOUSING","-9,999","180","180","100","0 Eff, 180 1BR, 0 2BR, 0 3BR, 0 4BR","60% AMGI",,"0","2,010","2,011","No","Increase in eligible basis, Tax-exempt bond received","Yes","Yes",,,,"No","0","No","0",,,"0",,,,,"No",,,,,,"New Construction","30 % present value","Not in DDA","In a qualified tract","Yes","0"
"-96.7380905151","POINT (-96.73809051499995 32.775245667000036)","481130027011","TXA0000611","32.7752456665","WAHOO FRAZIER TOWNHOMES","4848 HATCHER ST","DALLAS","TX","75210",,"-9,999","95","0","-9,999",,,,"0","-9,999","-9,999",,,,,,,,,"0",,"0",,,"0",,,,,,,,,,,"Not Indicated","Not Indicated",,,"Yes","0"
"-96.8640670988","POINT (-96.86406709899995 32.87073256200006)","481130098024","TXA1990140","32.870732562","CHAPEL CREEK","3410 HIDALGO DR","DALLAS","TX","75220","MITCHELL KENNETH H CPA","-9,999","192","192","100","0 Eff, 119 1BR, 73 2BR, 0 3BR, 0 4BR",,,"0","1,990","1,990","No",,"No",,,"No",,,"0",,"0",,,"0",,,,,,,,,,,"Acquisition and Rehab","Not Indicated","Not in DDA","Not in a qualified tract","Yes","0"
"-96.8784713745","POINT (-96.87847137499995 32.675930023000035)","481130109042","TXA1992165","32.6759300232","REDBIRD TRAILS APTS","3636 W RED BIRD LN","DALLAS","TX","75237","REDBIRD TRAILS ASSOC LP","-9,999","252","252","100","0 Eff, 120 1BR, 132 2BR, 0 3BR, 0 4BR",,,"0","1,992","1,992","No",,"No",,,"No",,,"0",,"0",,,"0",,,,,,,,,,,"Acquisition and Rehab","Not Indicated","Not in DDA","Not in a qualified tract","Yes","0"
"-96.6976852417","POINT (-96.69768524199998 32.71326065100004)","481130093042","TXA0000316","32.7132606506","GROVE VILLAGE","7209 GREAT TRINITY FOREST WAY","DALLAS","TX","75217",,"-9,999","229","0","-9,999",,,,"0","-9,999","-9,999",,,,,,,,,"0",,"0",,,"0",,,,,,,,,,,"Not Indicated","Not Indicated",,,"Yes","0"
"-96.7627105713","POINT (-96.76271057099996 32.870647430000076)","481130078183","TXA1995250","32.8706474304","MELODY PLACE APTS","6852 SHADYBROOK LN","DALLAS","TX","75231","TEXAS BROOK APTS LP","-9,999","192","192","100","0 Eff, 90 1BR, 102 2BR, 0 3BR, 0 4BR",,,"0","1,995","1,994","No",,"No","No",,"No",,,"0",,"0",,,"0",,,,,,,,,,,"Acquisition and Rehab","70 % present value","Not in DDA","Not in a qualified tract","Yes","0"
"-96.7623519897","POINT (-96.76235198999996 32.86967468300003)","481130078192","TXA1996110","32.8696746826","MELODY VILLAGE APTS","5929 MELODY LN","DALLAS","TX","75231","TEXAS MELODY APTS LP","-9,999","271","271","100","30 Eff, 210 1BR, 26 2BR, 30 3BR, 0 4BR",,,"0","1,996","1,995","No",,"No","No",,"No",,,"0",,"0",,,"0",,,,,,,,,,,"Acquisition and Rehab","70 % present value","Not in DDA","Not in a qualified tract","Yes","0"
"-96.8791275024","POINT (-96.87912750199996 32.758209229000045)","481130107011","TXA2013806","32.7582092285","HILLSIDE WEST SENIORS","3757 FALLS BLUFF DR","DALLAS","TX","75211","HILLSIDE WEST SENIORS LP","-9,999","130","130","100",,"60% AMGI",,"0","2,013","2,011","No","Rental assistance contract","No","No",,,,"No","0","No","0",,,"0",,,,,"No",,,,,,"Not Indicated","Not Indicated","Not in DDA","In a qualified tract","Yes","0"
"-96.8795471191","POINT (-96.87954711899994 32.747940063000044)","481130067001","TXA1993075","32.7479400635","INDIAN RIDGE APTS","3706 W EIGHTH ST","DALLAS","TX","75211","MITCHELL KENNETH H CPA","-9,999","161","161","100","0 Eff, 43 1BR, 112 2BR, 0 3BR, 0 4BR",,,"0","1,993","1,993","No","Increase in eligible basis","Yes",,,"No",,,"0",,"0",,,"0",,,,,,,,,,,"Acquisition and Rehab","Not Indicated","Not in DDA","In a qualified tract","Yes","0"
"-96.8204879761","POINT (-96.82048797599998 32.699726105000025)","481130059022","TXA1993030","32.6997261047","CLIFF PARK VILLAGE APTS","220 E OVERTON RD","DALLAS","TX","75216","WJ GROUP 1 LTD","-9,999","360","360","100","0 Eff, 80 1BR, 280 2BR, 0 3BR, 0 4BR",,,"0","1,993","1,991","No",,"No",,,"No",,,"0",,"0",,,"0",,,,,,,,,,,"Acquisition and Rehab","Not Indicated","Not in DDA","Not in a qualified tract","Yes","0"
"-96.6880569458","POINT (-96.68805694599996 32.815334320000034)","481130123013","TXA1997205","32.8153343201","TIMBER PARK APTS","2714 N BUCKNER BLVD","DALLAS","TX","75228","DALLAS TIMBER PARK ASSOC LTD","-9,999","158","158","100","0 Eff, 24 1BR, 133 2BR, 0 3BR, 0 4BR",,,"0","1,997","1,996","No",,"No","No",,"No",,,"0",,"0",,,"0",,,,,,,,,,,"Acquisition and Rehab","70 % present value","Not in DDA","Not in a qualified tract","Yes","0"
"-96.7627105713","POINT (-96.76271057099996 32.870647430000076)","481130078183","TXA1990300","32.8706474304","BROOK APTS","6852 SHADYBROOK LN","DALLAS","TX","75231","MITCHELL KENNETH H CPA","-9,999","192","192","100","0 Eff, 90 1BR, 102 2BR, 0 3BR, 0 4BR",,,"0","1,990","1,990","No",,"No",,,"No",,,"0",,"0",,,"0",,,,,,,,,,,"Acquisition and Rehab","Not Indicated","Not in DDA","Not in a qualified tract","Yes","0"
"-96.779548645","POINT (-96.77954864499998 32.807979584000066)","481130008003","TXA1995320","32.8079795837","PRAIRIE HILL APTS","2016 N PRAIRIE AVE","DALLAS","TX","75204","BEVERLY PARTNERS LTD","-9,999","18","18","100","0 Eff, 14 1BR, 4 2BR, 0 3BR, 0 4BR",,,"0","1,995","1,993","No","Increase in eligible basis","Yes","No",,"No",,,"0",,"0",,,"0",,,,,,,,,,,"Acquisition and Rehab","Both 30% and 70% present value","Not in DDA","In a qualified tract","Yes","0"
"-96.8401489258","POINT (-96.84014892599998 32.70220184300007)","481130060011","TXA1990270","32.7022018433","QUEENS COURT APTS","3425 S POLK ST","DALLAS","TX","75224","MITCHELL KENNETH H CPA","-9,999","56","56","100","0 Eff, 38 1BR, 10 2BR, 0 3BR, 0 4BR",,,"0","1,990","1,989","No",,"No",,,"No",,,"0",,"0",,,"0",,,,,,,,,,,"Acquisition and Rehab","Not Indicated","Not in DDA","Not in a qualified tract","Yes","0"
"-96.9068374634","POINT (-96.90683746299999 32.71604919400005)","481130108013","TXA0000478","32.7160491943","RESIDENCE AT THE OAKS","2740 DUNCANVILLE RD","DALLAS","TX","75211",,"-9,999","209","0","-9,999",,,,"0","-9,999","-9,999",,,,,,,,,"0",,"0",,,"0",,,,,,,,,,,"Not Indicated","Not Indicated",,,"Yes","0"
"-96.8606567383","POINT (-96.86065673799999 32.71417999300007)","481130108041","TXA2004220","32.7141799927","POTTERS HOUSE AT PRIMROSE","2515 PERRYTON DR","DALLAS","TX","75233","PINNACLE FAMILY OF COMPANIES - TEXAS OFFICE","-9,999","280","280","100",,,,"0","2,004","2,002","No","Tax-exempt bond received","No","Yes",,,,"No","0",,"0",,,"0",,,,,,,,,,,"New Construction","30 % present value","Not in DDA","In a qualified tract","Yes","0"
"-96.8532562256","POINT (-96.85325622599998 32.82311248800005)","481130100002","TXA0000466","32.8231124878","PROVIDENCE MOCKINGBIRD","1893 W MOCKINGBIRD LN","DALLAS","TX","75235",,"-9,999","251","0","-9,999",,,,"0","-9,999","-9,999",,,,,,,,,"0",,"0",,,"0",,,,,,,,,,,"Not Indicated","Not Indicated",,,"Yes","0"
"-96.764165","POINT (-96.76416499999999 32.69433900000007)","481130087015","TXA1997195","32.694339","VILLAS OF SORRENTO","3130 STAG RD","DALLAS","TX","75241","THE VILLAS OF SORRENTO A NEVADA LP","-9,999","245","245","100","0 Eff, 98 1BR, 73 2BR, 0 3BR, 0 4BR",,,"0","1,997","1,996","No","Increase in eligible basis","Yes","No",,"No",,,"0",,"0",,,"0",,,,,,,,,,,"New Construction","70 % present value","Not in DDA","In a qualified tract","Yes","0"
"-96.8564040945","POINT (-96.85640409499996 32.778826079000055)","481130101013","TXA2005310","32.7788260794","ROSEMONT AT LAKEWEST (ARBOR WOODS)","3000 N HAMPTON RD","DALLAS","TX","75212","PINNACLE FAMILY OF COMPANIES - TEXAS OFFICE","-9,999","151","120","79.47",,,,"0","2,005","2,003","No",,"No","No",,"No",,"No","0","No","0","No",,"0",,,,,"No",,,,,,"New Construction","70 % present value","Not in DDA","In a qualified tract","Yes","0"
"-96.8619129741","POINT (-96.86191297399995 32.688567704000036)","481130109041","TXA1994330","32.6885677044","WOODHOLLOW","4424 WOODHOLLOW DR","DALLAS","TX","75237","MITCHELL KENNETH H CPA","-9,999","236","236","100","0 Eff, 48 1BR, 140 2BR, 0 3BR, 0 4BR",,,"0","1,994","1,992","No",,"No",,,"No",,,"0",,"0",,,"0",,,,,,,,,,,"Acquisition and Rehab","Not Indicated","Not in DDA","Not in a qualified tract","Yes","0"
"-96.8349304199","POINT (-96.83493041999998 32.74604797400008)","481130047003","TXA1988315","32.7460479736","720 W NINTH ST","720 W NINTH ST","DALLAS","TX","75208",,"-9,999","10","10","100","0 Eff, 0 1BR, 10 2BR, 0 3BR, 0 4BR",,,"0","1,988","1,988","No",,"No",,,"No",,,"0",,"0",,,"0",,,,,,,,,,,"Acquisition and Rehab","Not Indicated","Not in DDA","In a qualified tract","No","0"
"-96.890102","POINT (-96.89010199999996 32.666352000000074)","481130109031","TXA1995500","32.666352","WOODGLEN PARK I","6800 S COCKRELL HILL RD","DALLAS","TX","75236","DALLAS AREA AFFORDABLE PARTNERS I LP","-9,999","112","112","100","0 Eff, 40 1BR, 56 2BR, 0 3BR, 0 4BR","60% AMGI","Yes","3","1,995","1,993","Yes",,"No","No","No","No","No","No","0","No","0","No","No","0",,"No",,"No","No",,,,,,"New Construction","70 % present value","Not in DDA","Not in a qualified tract","Yes","0"
"-96.6568222046","POINT (-96.65682220499997 32.75145340000006)","481130120004","TXA2011855","32.7514533997","CRESTSHIRE VILLAGE","2300 N ST AUGUSTINE DR","DALLAS","TX","75227","CRESTSHIRE VILLAGE LTD","-9,999","74","74","100","0 Eff, 12 1BR, 30 2BR, 0 3BR, 0 4BR","60% AMGI",,"0","2,011","2,009","No",,"No","No",,,,"No","0","No","0",,,"0",,,,,"No",,,,,,"Not Indicated","Not Indicated","Not in DDA","In a qualified tract","Yes","0"
"-96.6787149093","POINT (-96.67871490899995 32.76344850400005)","481130090005","TXA1987135","32.7634485044","BLUEBONNET I","8221 SCYENE RD","DALLAS","TX","75227","BLUEBONNET I LP","-9,999","50","43","86","0 Eff, 38 1BR, 4 2BR, 0 3BR, 0 4BR",,,"0","1,987","1,987","No",,"No",,,"No",,,"0",,"0",,,"0",,,,,,,,,,,"Acquisition and Rehab","Not Indicated","Not in DDA","Not in a qualified tract","No","0"
"-96.8356834003","POINT (-96.83568339999994 32.64043482300008)","481130166051","TXA2003295","32.640434823","ROSEMONT AT TIMBERCREEK","801 BECKLEYMEADE AVE","DALLAS","TX","75232","TX TIMBERCREEK HOUSING LP","-9,999","100","100","100",,,,"0","2,003","2,001","No",,"No","No",,"No",,"No","0","No","0","No",,"0",,,,,"No",,,,,,"New Construction","70 % present value","Not in DDA","In a qualified tract","Yes","0"
"-96.7542114258","POINT (-96.75421142599998 32.86611175500008)","481130078181","TXA0000523","32.8661117554","SANTA FE TRAILS","6318 RIDGECREST RD","DALLAS","TX","75231",,"-9,999","88","0","-9,999",,,,"0","-9,999","-9,999",,,,,,,,,"0",,"0",,,"0",,,,,,,,,,,"Not Indicated","Not Indicated",,,"Yes","0"
"-96.8031463623","POINT (-96.80314636199995 32.70832443200004)","481130057002","TXA0000076","32.7083244324","SERENITY PLACE","3124 S DENLEY DR","DALLAS","TX","75216","CITY WIDE SERENITY PLACE APTS LP","-9,999","-9,999","0","-9,999",,"60% AMGI",,"0","-9,999","2,014","No",,"No","No",,,,"No","0",,"0",,,"0",,,,,"Yes","No","No","No","No","UNSPECIFIED","New Construction","Not Indicated",,,"Yes","0"
"-96.7691880037","POINT (-96.76918800399994 32.67656266500006)","481130114013","TXA2000065","32.6765626653","HOMES OF PERSIMMON","3100 PERSIMMON RD","DALLAS","TX","75241","PERSIMMON TOWNHOMES LTD","-9,999","180","135","75",,,,"0","2,000","1,998",,"Increase in eligible basis","Yes","No",,,,,"0",,"0",,,"0",,,,,,,,,,,"New Construction","70 % present value","Not in DDA","In a qualified tract","Yes","0"
"-96.7173233032","POINT (-96.71732330299994 32.80137634300007)","481130122081","TXA1997055","32.8013763428","ENCHANTED HILLS","7802 VILLA CLIFF DR","DALLAS","TX","75228","ENCHANTED HILLS LP","-9,999","229","229","100","0 Eff, 90 1BR, 135 2BR, 0 3BR, 0 4BR",,,"0","1,997","1,995","No",,"No","No",,"No",,,"0",,"0",,,"0",,,,,,,,,,,"Acquisition and Rehab","70 % present value","Not in DDA","Not in a qualified tract","Yes","0"
"-96.8301467896","POINT (-96.83014678999996 32.723411560000045)","481130062003","TXA0000204","32.7234115601","WYNNEWOOD FAMILY HOUSING","2048 S ZANG BLVD","DALLAS","TX",,"WYNNEWOOD FAMILY HOUSING LP","-9,999","161","160","99.38",,"60% AMGI",,"0","-9,999","2,013","No",,"No","No",,,,"No","0","No","0",,,"0",,,,,"Yes","No","No","Yes","No","UNSPECIFIED","Not Indicated","Not Indicated",,,"Yes","0"
"-96.78175354","POINT (-96.78175353999995 32.808200836000026)","481130008003","TXA2002035","32.8082008362","CARROLL TOWNHOMES","2202 KIRBY ST","DALLAS","TX","75204","71 CARROLL PLACE LP","-9,999","71","71","100",,,,"0","2,002","2,000",,,,,,,,,"0",,"0",,,"0",,,,,,,,,,,"Not Indicated","Not Indicated","Not in DDA","In a qualified tract","Yes","0"
"-96.7606812271","POINT (-96.76068122699996 32.69912157700003)","481130087012","TXA2000100","32.6991215774","OAKWOOD PLACE APTS","4950 WADSWORTH DR","DALLAS","TX","75216","WADSWORTH APTS LTD","-9,999","206","155","75.24",,,,"0","2,000","1,999",,"Increase in eligible basis","Yes","No",,,,,"0",,"0",,,"0",,,,,,,,,,,"Acquisition and Rehab","70 % present value","Not in DDA","In a qualified tract","Yes","0"
"-96.6513366699","POINT (-96.65133666999998 32.763774872000056)","481130121003","TXA2006330","32.7637748718","ROSEMONT AT SIERRA VISTA (SCYENE)","9901 SCYENE RD","DALLAS","TX","75227","PINNACLE FAMILY OF COMPANIES - TEXAS OFFICE","776,433","250","250","100","0 Eff, 52 1BR, 112 2BR, 0 3BR, 0 4BR","60% AMGI","No","0","2,006","2,004",,,"No",,,"No",,"No","0",,"0",,,"0",,,,,"No",,,,,,"New Construction","30 % present value","Not in DDA","Not in a qualified tract","Yes","0"
"-96.7699661255","POINT (-96.76996612499994 32.69643020600006)","481130087042","TXA2003310","32.6964302063","ROSEMONT OF OAK HOLLOW","3015 E LEDBETTER DR","DALLAS","TX","75216","PINNACLE FAMILY OF COMPANIES - TEXAS OFFICE","-9,999","153","153","100",,,,"0","2,003","2,001","No","Tax-exempt bond received","No","Yes",,"No",,"No","0","No","0","No",,"0",,,,,"No",,,,,,"New Construction","30 % present value","Not in DDA","In a qualified tract","Yes","0"
"-96.7882232666","POINT (-96.78822326699998 32.80228042600004)","481130016002","TXA1997210","32.802280426","TREYMORE AT CITYPLACE","2101 N HASKELL AVE","DALLAS","TX","75204","CARLETON IN-TOWN HOUSING PARTNERS LTD","-9,999","180","72","40","0 Eff, 83 1BR, 73 2BR, 0 3BR, 0 4BR",,,"0","1,997","1,995","No","Increase in eligible basis","Yes","No",,"No",,,"0",,"0",,,"0",,,,,,,,,,,"New Construction","70 % present value","Not in DDA","In a qualified tract","Yes","0"
"-96.8627166748","POINT (-96.86271667499994 32.785091400000056)","481130205001","TXA2009040","32.7850914001","VILLAGE AT LAKEWEST APTS I","2696 BICKERS ST","DALLAS","TX","75212","LAKEWEST SENIOR HOUSING","-9,999","180","180","100","0 Eff, 180 1BR, 0 2BR, 0 3BR, 0 4BR","60% AMGI",,"0","2,009","2,011","No","Increase in eligible basis, Tax-exempt bond received","Yes","Yes",,,,"No","0","No","0",,,"0",,,,,"No",,,,,,"New Construction","30 % present value","Not in DDA","In a qualified tract","Yes","0"
"-96.8796234131","POINT (-96.87962341299999 32.65012741100003)","481130166052","TXA2004405","32.6501274109","WEST VIRGINIA PARK APTS","8004 W VIRGINIA DR","DALLAS","TX","75237","WEST VIRGINIA APTS LTD","-9,999","204","204","100",,,,"0","2,004","2,003","No","Tax-exempt bond received","No","Yes",,,,"No","0",,"0",,,"0",,,,,,,,,,,"New Construction","30 % present value","Not in DDA","In a qualified tract","Yes","0"
"-96.8683351528","POINT (-96.86833515299998 32.817945415000054)","481130100002","TXA2005250","32.8179454153","PEGASUS VILLAS","7200 N STEMMONS FWY","DALLAS","TX","75247","PEGASUS VILLAS LTD","-9,999","156","124","79.49","0 Eff, 87 1BR, 69 2BR, 0 3BR, 0 4BR",,,"0","2,005","2,003","No",,"No","No",,"No",,"No","0","No","0","No",,"0",,,,,"No",,,,,,"New Construction","70 % present value","Not in DDA","In a qualified tract","Yes","0"
"-96.8115251738","POINT (-96.81152517399994 32.734907100000044)","481130054001","TXA2007350","32.7349071001","SPHINX AT REESE COURT","1201 S EWING AVE","DALLAS","TX","75216","SPHINX DEVELOPMENT CORP","597,776","80","80","100","0 Eff, 18 1BR, 36 2BR, 0 3BR, 0 4BR","60% AMGI","Yes","9","2,007","2,005","No",,"No","No",,,,"No","0","No","0",,,"0",,,,,"No",,,,,,"New Construction","70 % present value","Not in DDA","Not in a qualified tract","Yes","0"
"-96.6465377808","POINT (-96.64653778099995 32.731582642000035)","481130118002","TXA2005370","32.7315826416","THE MASTERS APTS","1180 N MASTERS DR","DALLAS","TX","75217","THE MASTERS APTS LP","-9,999","144","144","100",,,,"0","2,005","2,004","No","Tax-exempt bond received","No","Yes",,"No",,"No","0","No","0","No",,"0",,,,,"No",,,,,,"New Construction","30 % present value","Not in DDA","In a qualified tract","Yes","0"
"-96.754606","POINT (-96.75460599999997 32.93621200000007)","481130192131","TXA1997200","32.936212","WATERFORD AT GOLDMARK","13695 GOLDMARK DR","DALLAS","TX","75240","MYERS M DEVELOPMENT INC","-9,999","220","165","75","0 Eff, 112 1BR, 108 2BR, 0 3BR, 0 4BR",,,"0","1,997","1,995","No","Increase in eligible basis","Yes","No",,"No",,,"0",,"0",,,"0",,,,,,,,,,,"New Construction","70 % present value","Not in DDA","In a qualified tract","Yes","0"
"-96.7626728722","POINT (-96.76267287199994 32.80559792100007)","481130014001","TXA1991390","32.8055979209","ROYAL PALM","5520 GASTON AVE","DALLAS","TX","75214","MITCHELL KENNETH H CPA","-9,999","23","23","100","0 Eff, 19 1BR, 4 2BR, 0 3BR, 0 4BR",,,"0","1,991","1,991","No",,"No",,,"No",,,"0",,"0",,,"0",,,,,,,,,,,"Acquisition and Rehab","Not Indicated","Not in DDA","In a qualified tract","Yes","0"
"-96.916681","POINT (-96.91668099999998 32.74015300000008)","481130107042","TXA2005020","32.740153","ARTISAN RIDGE","5480 PREAKNESS LN","DALLAS","TX","75211","FDC FRANKLIN COMMONS C LTD","-9,999","264","264","100",,,,"0","2,005","2,003","No","Tax-exempt bond received","No","Yes",,"No",,"No","0","No","0","No",,"0",,,,,"No",,,,,,"New Construction","30 % present value","Not in DDA","In a qualified tract","Yes","0"
