"X","the_geom","geoid","HUD_ID","Y","project","proj_add","proj_cty","proj_st","proj_zip","COMPANY","ALLOCAMT","N_UNITS","LI_UNITS","P_LI_Units","N_Room","INC_CEIL","LOW_CEIL","CEILUNIT","YR_PIS","YR_ALLOC","NON_PROF","Funding","BASIS","BOND","FMHA_514","FMHA_515","FMHA_538","HOME","HOME_AMT","CDBG","CDBG_AMT","FHA","HOPEVI","HPVI_AMT","RENTASST","MFF_RA","TCAP","TCEP","TRGT_POP","TRGT_FAM","TRGT_ELD","TRGT_DIS","TRGT_HML","trgt_spc","TYPE","CREDIT","DDA","QCT","NONPROG","D_TRGT_ELD"
"-96.796053661","POINT (-96.79605366099997 32.71181646800005)","481130088023","TXA1988705","32.7118164677","ST JAMES MANOR","3119 EASTER AVE","DALLAS","TX","75216","WILSHIRE","-9,999","100","100","100","0 Eff, 20 1BR, 40 2BR, 0 3BR, 12 4BR",,,"0","1,988","1,987","No",,"No",,,"No",,,"0",,"0",,,"0",,,,,,,,,,,"Existing","Not Indicated","Not in DDA","In a qualified tract","No","0"
"-96.7690887451","POINT (-96.76908874499998 32.67025756800007)","481130114013","TXA0000246","32.6702575684","CHAMPION TOWNHOMES AT PECAN GROVE","3131 SIMPSON STUART RD","DALLAS","TX","75241",,"-9,999","250","0","-9,999",,,,"0","-9,999","-9,999",,,,,,,,,"0",,"0",,,"0",,,,,,,,,,,"Not Indicated","Not Indicated",,,"Yes","0"
"-96.8826828003","POINT (-96.88268279999994 32.651706696000076)","481130166073","TXA1994060","32.6517066956","CEDAR RIDGE APTS - DALLAS","7905 MARVIN D LOVE FWY","DALLAS","TX","75237","CARLETON-CEDAR RIDGE LP","-9,999","192","192","100","0 Eff, 64 1BR, 128 2BR, 0 3BR, 0 4BR",,,"0","1,994","1,991","No",,"No",,,"No",,,"0",,"0",,,"0",,,,,,,,,,,"Acquisition and Rehab","Not Indicated","Not in DDA","Not in a qualified tract","Yes","0"
"-96.8721073945","POINT (-96.87210739499994 32.65890197300007)","481130109023","TXA1991445","32.6589019729","SURREY ROW","7272 MARVIN D LOVE FWY","DALLAS","TX","75237","PHC SURREY ROW LTD INC","-9,999","359","359","100","57 Eff, 142 1BR, 120 2BR, 57 3BR, 0 4BR",,,"0","1,991","1,989","No",,"No",,,"No",,,"0",,"0",,,"0",,,,,,,,,,,"New Construction","Not Indicated","Not in DDA","Not in a qualified tract","Yes","0"
"-96.7157923077","POINT (-96.71579230799995 32.80041683400003)","481130122081","TXA1993175","32.8004168344","SPRING GARDENS APTS","7803 FERGUSON RD","DALLAS","TX","75228","MITCHELL KENNETH H CPA","-9,999","60","60","100","0 Eff, 32 1BR, 28 2BR, 0 3BR, 0 4BR",,,"0","1,993","1,991","No",,"No",,,"No",,,"0",,"0",,,"0",,,,,,,,,,,"Acquisition and Rehab","Not Indicated","Not in DDA","Not in a qualified tract","Yes","0"
"-96.6583938599","POINT (-96.65839385999999 32.74972534200003)","481130120001","TXA0000017","32.7497253418","BRUTON APTS","9415 BRUTON RD","DALLAS","TX","75217","BRUTON APTS LTD","-9,999","-9,999","0","-9,999",,"60% AMGI",,"0","-9,999","2,014","No",,"No","No",,,,"No","0",,"0",,,"0",,,,,"Yes","No","No","No","No","UNSPECIFIED","New Construction","Not Indicated",,,"Yes","0"
"-96.8691711426","POINT (-96.86917114299996 32.87234115600006)","481130098042","TXA1995410","32.872341156","TRAILS REDEVELOPMENT (DALLAS)","3109 CHAPEL CREEK DR","DALLAS","TX","75220","PROPERTY SOLUTIONS USA INC","-9,999","302","302","100","0 Eff, 136 1BR, 156 2BR, 0 3BR, 0 4BR",,,"0","1,995","1,993","No",,"No","No",,"No",,,"0",,"0",,,"0",,,,,,,,,,,"Acquisition and Rehab","70 % present value","Not in DDA","Not in a qualified tract","Yes","0"
"-96.8668383558","POINT (-96.86683835599996 32.85859142700008)","481130072023","TXA1994230","32.8585914268","PINES POINT","3102 ORADELL LN","DALLAS","TX","75220","MITCHELL KENNETH H CPA","-9,999","327","327","100","55 Eff, 225 1BR, 47 2BR, 55 3BR, 0 4BR",,,"0","1,994","1,991","No",,"No",,,"No",,,"0",,"0",,,"0",,,,,,,,,,,"Acquisition and Rehab","Not Indicated","Not in DDA","Not in a qualified tract","Yes","0"
"-96.7159162411","POINT (-96.71591624099995 32.80344033700004)","481130122081","TXA2006200","32.8034403367","PRIMROSE AT HIGHLAND MEADOWS","2100 HIGHLAND RD","DALLAS","TX","75228","PINNACLE FAMILY OF COMPANIES - TEXAS OFFICE","935,153","150","120","80","0 Eff, 42 1BR, 108 2BR, 0 3BR, 0 4BR","60% AMGI","Yes","0","2,006","2,004","Yes","Increase in eligible basis","Yes",,,"No",,"No","0",,"0",,,"0",,,,,"Yes","No","Yes",,,,"New Construction","70 % present value","Not in DDA","In a qualified tract","Yes","1"
"-96.9471893311","POINT (-96.94718933099995 32.66659164400005)","481130165211","TXA0000497","32.6665916443","ROSEMONT AT BLUFF RIDGE","8125 CLARK RD","DALLAS","TX","75236",,"-9,999","253","0","-9,999",,,,"0","-9,999","-9,999",,,,,,,,,"0",,"0",,,"0",,,,,,,,,,,"Not Indicated","Not Indicated",,,"Yes","0"
"-96.8171615601","POINT (-96.81716155999999 32.659389496000074)","481130112001","TXA0000507","32.6593894958","ROSEMONT AT MISSION TRAILS (LAURELAND)","330 E CAMP WISDOM RD","DALLAS","TX","75241",,"-9,999","249","0","-9,999",,,,"0","-9,999","-9,999",,,,,,,,,"0",,"0",,,"0",,,,,,,,,,,"Not Indicated","Not Indicated",,,"Yes","0"
"-96.7282867432","POINT (-96.72828674299996 32.891387939000026)","481130078271","TXA1996025","32.8913879395","BROOKVIEW APT HOMES","8303 SKILLMAN ST","DALLAS","TX","75231","AHM FOUNDATION","-9,999","160","112","70","0 Eff, 100 1BR, 44 2BR, 0 3BR, 0 4BR",,,"0","1,996","1,995","No",,"No","No",,"No",,,"0",,"0",,,"0",,,,,,,,,,,"Acquisition and Rehab","70 % present value","Not in DDA","Not in a qualified tract","Yes","0"
"-96.7804489136","POINT (-96.78044891399998 32.80693054200003)","481130008003","TXA0000413","32.806930542","MONARCH TOWNHOMES","2008 KIRBY ST","DALLAS","TX","75204",,"-9,999","65","0","-9,999",,,,"0","-9,999","-9,999",,,,,,,,,"0",,"0",,,"0",,,,,,,,,,,"Not Indicated","Not Indicated",,,"Yes","0"
"-96.8659133911","POINT (-96.86591339099994 32.72106170700005)","481130108041","TXA1995275","32.7210617065","OAKRIDGE APTS","2803 W ILLINOIS AVE","DALLAS","TX","75233","BEVERLY PARTNERS LTD","-9,999","46","46","100","0 Eff, 14 1BR, 32 2BR, 0 3BR, 0 4BR",,,"0","1,995","1,993","No","Increase in eligible basis","Yes","No",,"No",,,"0",,"0",,,"0",,,,,,,,,,,"Acquisition and Rehab","Both 30% and 70% present value","Not in DDA","In a qualified tract","Yes","0"
"-96.8156048125","POINT (-96.81560481299994 32.75389615300003)","481130020003","TXA1991365","32.7538961528","PRINCE WILLIAM","504 N MARSALIS AVE","DALLAS","TX","75203","BBH ENTERPRISES INC","-9,999","12","12","100","0 Eff, 0 1BR, 5 2BR, 0 3BR, 0 4BR",,,"0","1,991","1,989","No",,"No",,,"No",,,"0",,"0",,,"0",,,,,,,,,,,"New Construction","Not Indicated","Not in DDA","In a qualified tract","Yes","0"
"-96.8724822998","POINT (-96.87248229999994 32.87433624300007)","481130098044","TXA1994070","32.8743362427","CORNERSTONE CHASE APTS","3120 VALLEY MEADOW DR","DALLAS","TX","75220","CORNERSTONE","-9,999","166","166","100","0 Eff, 58 1BR, 68 2BR, 0 3BR, 0 4BR",,,"0","1,994","1,992","Yes",,"No",,,"No",,,"0",,"0",,,"0",,,,,,,,,,,"Acquisition and Rehab","Not Indicated","Not in DDA","Not in a qualified tract","Yes","0"
"-96.6826171875","POINT (-96.68261718799994 32.76686859100005)","481130090005","TXA1993170","32.7668685913","SKYLINE APTS","3402 S BUCKNER BLVD","DALLAS","TX","75227","SOUTH BUCKNER LP","-9,999","272","272","100","0 Eff, 116 1BR, 156 2BR, 0 3BR, 0 4BR",,,"0","1,993","1,992","Yes",,"No",,,"No",,,"0",,"0",,,"0",,,,,,,,,,,"Acquisition and Rehab","Not Indicated","Not in DDA","Not in a qualified tract","Yes","0"
"-96.6555099487","POINT (-96.65550994899996 32.75175857500005)","481130120004","TXA2006460","32.7517585754","ST AUGUSTINE ESTATES","2222 N ST AUGUSTINE DR","DALLAS","TX","75227","ST AUGUSTINE ESTATE APTS LP","559,841","150","150","100","0 Eff, 75 1BR, 75 2BR, 0 3BR, 0 4BR","60% AMGI","No","0","2,006","2,005",,"Increase in eligible basis","Yes",,,"No",,"No","0",,"0",,,"0",,,,,"Yes","No","Yes",,,,"New Construction","30 % present value","Not in DDA","In a qualified tract","Yes","1"
"-96.754643","POINT (-96.75464299999999 32.737356000000034)","481130115003","TXA2012840","32.737356","BUCKEYE TRAIL COMMONS","6707 BUCKEYE CMNS","DALLAS","TX","75215","BEXAR PARC LP","-9,999","207","207","100",,"60% AMGI",,"0","2,012","2,011","No","Rental assistance contract","No","No",,,,"No","0","No","0",,,"0",,,,,"No",,,,,,"Not Indicated","Not Indicated","Not in DDA","In a qualified tract","Yes","0"
"-96.857793","POINT (-96.85779299999996 33.01162500000004)","481210216161","TXA1995385","33.011625","FOUNTAINS OF ROSEMEADE","3440 E ROSEMEADE PKWY","CARROLLTON","TX","75007","NORSTAR FOUNTAINS OF ROSEMEADE LLC","-9,999","382","382","100","0 Eff, 196 1BR, 136 2BR, 0 3BR, 2 4BR","60% AMGI",,"0","1,995","1,993","No",,"No","No",,"No",,"No","0",,"0",,,"0",,,,,"Yes","No","No","No","No","UNSPECIFIED","Acquisition and Rehab","Not Indicated","Not in DDA","Not in a qualified tract","Yes","0"
"-96.7691955566","POINT (-96.76919555699999 32.77236938500005)","481130203002","TXA1997045","32.7723693848","EBAN VILLAGE APTS","2929 PARK ROW AVE","DALLAS","TX",,"EBAN VILLAGE I LTD","-9,999","110","110","100","0 Eff, 30 1BR, 70 2BR, 0 3BR, 0 4BR",,,"0","1,997","1,995","No","Increase in eligible basis","Yes","No",,"No",,,"0",,"0",,,"0",,,,,,,,,,,"Acquisition and Rehab","70 % present value","Not in DDA","In a qualified tract","Yes","0"
"-96.8006591797","POINT (-96.80065917999997 32.78382873500004)","481130021001","TXA0000249","32.7838287354","CITY WALK AT AKARD","511 N AKARD ST","DALLAS","TX","75201",,"-9,999","198","0","-9,999",,,,"0","-9,999","-9,999",,,,,,,,,"0",,"0",,,"0",,,,,,,,,,,"Not Indicated","Not Indicated",,,"Yes","0"
"-96.7950820923","POINT (-96.79508209199997 32.77997970600006)","481130031011","TXA2012834","32.7799797058","ATMOS LOFTS","300 S ST PAUL ST","DALLAS","TX","75201","ATMOS LIHTC LLC","-9,999","107","107","100",,"60% AMGI",,"0","2,012","2,010","No",,"No","No",,,,"No","0","No","0",,,"0",,,,,"No",,,,,,"Not Indicated","Not Indicated","Not in DDA","Not in a qualified tract","Yes","0"
"-96.6671851426","POINT (-96.66718514299998 32.692439740000054)","481130116022","TXA2010811","32.69243974","HACIENDA DEL SOL","1207 GALICIA LN","DALLAS","TX","75217","GS 360 HOUSING LLC","-9,999","55","55","100","0 Eff, 0 1BR, 0 2BR, 0 3BR, 10 4BR","60% AMGI",,"0","2,010","2,009","No","TCEP funds","No","No",,,,"No","0","No","0",,,"0",,,,"Yes","No",,,,,,"Not Indicated","Not Indicated","Not in DDA","Not in a qualified tract","Yes","0"
"-96.8656387329","POINT (-96.86563873299997 32.64548873900003)","481130166052","TXA2004240","32.645488739","PROVIDENCE ON THE PARK","8501 OLD HICKORY TRAIL","DALLAS","TX","75237","OLD HICKORY TRACK D LTD","-9,999","280","280","100",,,,"0","2,004","2,002","No","Tax-exempt bond received","No","Yes",,,,"No","0",,"0",,,"0",,,,,,,,,,,"New Construction","30 % present value","Not in DDA","In a qualified tract","Yes","0"
"-96.7365112305","POINT (-96.73651122999996 32.76317977900004)","481130115001","TXA0000541","32.7631797791","SOUTHDALE APTS","3727 DIXON AVE","DALLAS","TX","75210",,"-9,999","187","0","-9,999",,,,"0","-9,999","-9,999",,,,,,,,,"0",,"0",,,"0",,,,,,,,,,,"Not Indicated","Not Indicated",,,"Yes","0"
"-96.8906936646","POINT (-96.89069366499996 32.70655441300005)","481130108051","TXA2007345","32.7065544128","SPHINX AT LUXAR VILLAS","3110 S COCKRELL HILL RD","DALLAS","TX","75236","SPHINX DEVELOPMENT CORP","858,445","100","96","96","0 Eff, 23 1BR, 42 2BR, 0 3BR, 0 4BR","60% AMGI","Yes","10","2,007","2,005","No","Increase in eligible basis","Yes","No",,,,"No","0","No","0",,,"0",,,,,"No",,,,,,"New Construction","70 % present value","Not in DDA","In a qualified tract","Yes","0"
"-96.8721472589","POINT (-96.87214725899997 32.87571939700007)","481130098044","TXA1992130","32.8757193967","MANOR ON THE PARK","3122 PARK LN","DALLAS","TX","75220","MITCHELL KENNETH H CPA","-9,999","86","86","100","0 Eff, 26 1BR, 43 2BR, 0 3BR, 0 4BR",,,"0","1,992","1,990","No",,"No",,,"No",,,"0",,"0",,,"0",,,,,,,,,,,"Acquisition and Rehab","Not Indicated","Not in DDA","Not in a qualified tract","Yes","0"
"-96.865981383","POINT (-96.86598138299996 32.759678687000076)","481130069003","TXA1991315","32.7596786867","MILL RUN","2732 W COLORADO BLVD","DALLAS","TX","75211","MITCHELL KENNETH H CPA","-9,999","112","112","100","0 Eff, 44 1BR, 68 2BR, 0 3BR, 0 4BR",,,"0","1,991","1,991","No","Increase in eligible basis","Yes",,,"No",,,"0",,"0",,,"0",,,,,,,,,,,"Acquisition and Rehab","Not Indicated","Not in DDA","In a qualified tract","Yes","0"
"-96.7856826782","POINT (-96.78568267799994 32.812671661000024)","481130008001","TXA1997180","32.8126716614","BIRCHWOOD APTS","4829 COLES MANOR PL","DALLAS","TX","75204","TEXAS BIRCHWOOD APTS LP","-9,999","293","293","100","0 Eff, 171 1BR, 78 2BR, 0 3BR, 0 4BR",,,"0","1,997","1,996","No","Increase in eligible basis","Yes","No",,"No",,,"0",,"0",,,"0",,,,,,,,,,,"Acquisition and Rehab","Both 30% and 70% present value","Not in DDA","In a qualified tract","Yes","0"
"-96.8289031982","POINT (-96.82890319799998 32.72901916500007)","481130062001","TXA2014005","32.729019165","HIGHPOINT SENIOR LIVING","1615 S ZANG BLVD","DALLAS","TX","75224","WYNNEWOOD SENIORS HOUSING LP","-9,999","140","140","100",,"60% AMGI",,"0","2,014","2,011","No","Rental assistance contract","No","No",,,,"No","0","No","0",,,"0",,,,,"No",,,,,,"Not Indicated","Not Indicated","Not in DDA","Not in a qualified tract","Yes","0"
"-96.7072906494","POINT (-96.70729064899996 32.83051300000005)","481130081001","TXA1991505","32.8305130005","WHITE ROCK CREEK APTS","1041 KNOB OAK DR","DALLAS","TX",,"MITCHELL KENNETH H CPA","-9,999","152","152","100","17 Eff, 80 1BR, 55 2BR, 17 3BR, 0 4BR",,,"0","1,991","1,990","No",,"No",,,"No",,,"0",,"0",,,"0",,,,,,,,,,,"Acquisition and Rehab","Not Indicated","Not in DDA","Not in a qualified tract","Yes","0"
"-96.8785851286","POINT (-96.87858512899999 32.72092766800006)","481130064021","TXA1990240","32.7209276676","PARK CREEK MANOR","2530 COOMBS CREEK DR","DALLAS","TX","75211","PARK CREEK MANOR LP","-9,999","297","297","100","0 Eff, 18 1BR, 189 2BR, 0 3BR, 34 4BR",,,"0","1,990","1,988","No",,"No",,,"No",,,"0",,"0",,,"0",,,,,,,,,,,"New Construction","Not Indicated","Not in DDA","Not in a qualified tract","Yes","0"
"-96.7923278809","POINT (-96.79232788099995 32.770908356000064)","481130204001","TXA0000033","32.7709083557","1400 BELLEVIEW","1400 BELLVIEW ST","DALLAS","TX","75215","1400 BELLEVIEW LP","155,700","164","164","100",,"60% AMGI","Yes","3","-9,999","2,012","No",,"No","No","No","No","No","No","0","No","0","No","No","0",,"No",,"No","No",,,,,,"Not Indicated","70 % present value",,,"Yes","0"
"-96.7485733032","POINT (-96.74857330299994 32.85886001600005)","481130078091","TXA1996225","32.8588600159","WILLOW POND APTS","6003 ABRAMS RD","DALLAS","TX","75231","DALLAS","-9,999","386","386","100","0 Eff, 246 1BR, 107 2BR, 0 3BR, 0 4BR",,,"0","1,996","1,994","No",,"No","No",,"No",,,"0",,"0",,,"0",,,,,,,,,,,"Acquisition and Rehab","70 % present value","Not in DDA","Not in a qualified tract","Yes","0"
"-96.7871322632","POINT (-96.78713226299999 32.804908752000074)","481130008004","TXA1998250","32.8049087524","TREYMORE NORTH APTS","4144 OFFICE PKWY","DALLAS","TX","75204","CGB SW INC GP","-9,999","70","52","74.29","0 Eff, 36 1BR, 16 2BR, 0 3BR, 0 4BR",,,"0","1,998","1,996","No","Increase in eligible basis","Yes","No",,"No",,,"0",,"0",,,"0",,,,,,,,,,,"New Construction","70 % present value","Not in DDA","In a qualified tract","Yes","0"
"-96.7559204102","POINT (-96.75592040999999 32.93872833300003)","481130192132","TXA1995010","32.9387283325","AMBER DAWN APTS","8542 SPRING VALLEY RD","DALLAS","TX","75240","SPRING VALLEY JOINT VENTURE","-9,999","157","145","92.36","3 Eff, 28 1BR, 116 2BR, 3 3BR, 10 4BR",,,"0","1,995","1,993","Yes","Increase in eligible basis","Yes","No",,"No",,,"0",,"0",,,"0",,,,,,,,,,,"Acquisition and Rehab","70 % present value","Not in DDA","In a qualified tract","Yes","0"
"-96.7586135864","POINT (-96.75861358599997 32.86439132700008)","481130078191","TXA1991145","32.8643913269","CROSS CREEK APTS","6033 E NW HWY","DALLAS","TX","75231","MITCHELL KENNETH H CPA","-9,999","264","264","100","0 Eff, 190 1BR, 63 2BR, 0 3BR, 0 4BR",,,"0","1,991","1,990","No",,"No",,,"No",,,"0",,"0",,,"0",,,,,,,,,,,"Acquisition and Rehab","Not Indicated","Not in DDA","Not in a qualified tract","Yes","0"
"-96.714630127","POINT (-96.71463012699996 32.80242538500005)","481130122081","TXA1992180","32.8024253845","ROSEWOOD APTS","2229 HIGHLAND RD","DALLAS","TX","75228","MITCHELL KENNETH H CPA","-9,999","88","88","100","0 Eff, 14 1BR, 63 2BR, 0 3BR, 0 4BR",,,"0","1,992","1,992","Yes",,"No",,,"No",,,"0",,"0",,,"0",,,,,,,,,,,"Acquisition and Rehab","Not Indicated","Not in DDA","Not in a qualified tract","Yes","0"
"-96.8742675781","POINT (-96.87426757799994 32.85599136400003)","481130072015","TXA1992200","32.8559913635","STARLIGHT APTS","9709 STARLIGHT RD","DALLAS","TX","75220","MITCHELL KENNETH H CPA","-9,999","71","64","90.14","0 Eff, 39 1BR, 32 2BR, 0 3BR, 0 4BR",,,"0","1,992","1,992","No",,"No",,,"No",,,"0",,"0",,,"0",,,,,,,,,,,"Acquisition and Rehab","Not Indicated","Not in DDA","Not in a qualified tract","Yes","0"
"-96.8689148115","POINT (-96.86891481199996 32.75787810200006)","481130069003","TXA1991200","32.7578781017","FRENCH COLONY","1235 HARTSDALE DR","DALLAS","TX","75211","MITCHELL KENNETH H CPA","-9,999","94","94","100","0 Eff, 42 1BR, 52 2BR, 0 3BR, 0 4BR",,,"0","1,991","1,991","No","Increase in eligible basis","Yes",,,"No",,,"0",,"0",,,"0",,,,,,,,,,,"Acquisition and Rehab","Not Indicated","Not in DDA","In a qualified tract","Yes","0"
"-96.8889967441","POINT (-96.88899674399994 32.70615116100004)","481130108051","TXA1999035","32.7061511611","COLUMBIA LUXAR TOWNHOMES","3120 GUADALUPE AVE","DALLAS","TX","75233","COLUMBIA RESIDENTIAL","-9,999","125","125","100","0 Eff, 0 1BR, 0 2BR, 0 3BR, 0 4BR",,,"0","1,999","1,997","No","Increase in eligible basis","Yes","No",,"No",,,"0",,"0",,,"0",,,,,,,,,,,"New Construction","70 % present value","Not in DDA","In a qualified tract","Yes","0"
"-96.737763","POINT (-96.73776299999997 32.77911700000004)","481130025001","TXA2010015","32.779117","CARPENTER'S POINT","4645 DOLPHIN RD","DALLAS","TX","75223","CARPENTER'S POINT LP","-9,999","150","150","100","0 Eff, 126 1BR, 24 2BR, 0 3BR, 0 4BR","60% AMGI",,"0","2,010","2,008","No","TCEP funds","No","No",,,,"No","0","No","0",,,"0",,,,"Yes","Yes","No","No","No","No","UNSPECIFIED","Not Indicated","Not Indicated","Not in DDA","In a qualified tract","Yes","0"
"-96.8656387329","POINT (-96.86563873299997 32.64469146700003)","481130166052","TXA2000055","32.6446914673","GREENS OF HICKORY TRAIL","8613 OLD HICKORY TRAIL","DALLAS","TX","75237","BRISBEN HICKORY LP","-9,999","250","248","99.2",,,,"0","2,000","1,998",,"Increase in eligible basis, Tax-exempt bond received","Yes","Yes",,,,,"0",,"0",,,"0",,,,,,,,,,,"New Construction","30 % present value","Not in DDA","In a qualified tract","Yes","0"
"-96.6931493976","POINT (-96.69314939799995 32.71275314600007)","481130116011","TXA2004330","32.712753146","SPHINX AT MURDEAUX","125 S MURDEAUX LN","DALLAS","TX","75217","SPHINX DEVELOPMENT CORP","-9,999","240","240","100",,,,"0","2,004","2,002","No","Tax-exempt bond received","No","Yes",,,,"No","0",,"0",,,"0",,,,,,,,,,,"New Construction","30 % present value","Not in DDA","Not in a qualified tract","Yes","0"
"-96.7718811035","POINT (-96.77188110399999 32.80242538500005)","481130014002","TXA1991185","32.8024253845","FITZHUGH PLACE APTS",,"DALLAS","TX",,"MITCHELL KENNETH H CPA","-9,999","52","52","100","6 Eff, 43 1BR, 3 2BR, 6 3BR, 0 4BR",,,"0","1,991","1,990","No",,"No",,,"No",,,"0",,"0",,,"0",,,,,,,,,,,"Acquisition and Rehab","Not Indicated",,,"Yes","0"
"-96.8530428326","POINT (-96.85304283299996 32.81661354500005)","481130100002","TXA2002240","32.816613545","ROSEMONT AT ARLINGTON PARK","1716 CHATTANOOGA PL","DALLAS","TX","75235","PINNACLE FAMILY OF COMPANIES - TEXAS OFFICE","-9,999","100","75","75",,,,"0","2,002","2,000",,,,,,,,,"0",,"0",,,"0",,,,,,,,,,,"Not Indicated","Not Indicated","Not in DDA","In a qualified tract","Yes","0"
"-96.8282241821","POINT (-96.82822418199999 32.726951599000074)","481130062001","TXA1998235","32.7269515991","PARKS AT WYNNEWOOD","1910 ARGENTIA DR","DALLAS","TX","75224","DALLAS CITY HOMES INC","-9,999","172","172","100","0 Eff, 8 1BR, 66 2BR, 0 3BR, 48 4BR",,,"0","1,998","1,995","No",,"No","No",,"No",,,"0",,"0",,,"0",,,,,,,,,,,"Acquisition and Rehab","70 % present value","Not in DDA","Not in a qualified tract","Yes","0"
"-96.7882003784","POINT (-96.78820037799994 32.67008209200003)","481130113001","TXA2012836","32.6700820923","MAGNOLIA TRACE","6712 PATROL WAY","DALLAS","TX","75241","UHF MAGNOLIA TRACE LP","-9,999","112","112","100",,"60% AMGI",,"0","2,012","2,009","No",,"No","No",,,,"No","0","No","0",,,"0",,,,,"No",,,,,,"Not Indicated","Not Indicated","Not in DDA","Not in a qualified tract","Yes","0"
"-96.7483023338","POINT (-96.74830233399996 32.75805114100007)","481130039012","TXA2004290","32.7580511407","ROSEMONT AT MEADOW LANE","4722 MEADOW ST","DALLAS","TX","75215","PINNACLE FAMILY OF COMPANIES - TEXAS OFFICE","-9,999","264","264","100",,,,"0","2,004","2,003","No","Tax-exempt bond received","No","Yes",,,,"No","0",,"0",,,"0",,,,,,,,,,,"New Construction","30 % present value","Not in DDA","In a qualified tract","Yes","0"
"-96.7786281591","POINT (-96.77862815899994 32.71401926200008)","481130088026","TXA1988465","32.7140192617","EL SHADDAI","2836 E OVERTON RD","DALLAS","TX","75216","WILSHIRE","-9,999","100","100","100","0 Eff, 20 1BR, 20 2BR, 0 3BR, 30 4BR",,,"0","1,988","1,987","No",,"No",,,"No",,,"0",,"0",,,"0",,,,,,,,,,,"Existing","Not Indicated","Not in DDA","In a qualified tract","No","0"
"-96.8931186386","POINT (-96.89311863899997 32.75880660300004)","481130107011","TXA2005080","32.7588066029","CHURCHILL AT PINNACLE PARK","1411 N COCKRELL HILL RD","DALLAS","TX","75211","CHURCHILL AT PINNACLE PARK LP","-9,999","200","200","100",,,,"0","2,005","2,004","No","Tax-exempt bond received","No","Yes",,"No",,"No","0","No","0","No",,"0",,,,,"No",,,,,,"New Construction","30 % present value","Not in DDA","In a qualified tract","Yes","0"
