GEOID,population,median_income,pct_black,pct_hispanic,pct_nonwhite,south_of_i30,vendor_cap_5mi,vendor_cap_15mi,vendor_share_5mi,vendor_share_15mi
48113002002,2915,46291,4.8,83.8,88.6,1,249893456.07999998,847823172.9699999,0.17101873578147622,0.5802218652782628
48113000607,1772,115972,2.3,14.8,17.1,0,285603541.29,804820575.66,0.19545752550835843,0.5507923238143129
48113016203,2314,46823,22.6,65.2,87.80000000000001,1,5565702.770000001,464550870.47,0.0038089811009542488,0.31792310138977736
48113016421,3931,60852,10.5,49.1,59.6,1,5157716.570000001,498328120.8599999,0.003529768970973736,0.3410391235157144
48113016414,1941,75884,31.1,11.5,42.6,1,2827149.64,428038339.9499999,0.0019348067967937148,0.292935144891573
48113000501,2036,83842,12.0,20.8,32.8,0,295486153.70000005,797358916.97,0.20222085539737908,0.5456858137999484
48113000503,2147,77750,14.3,12.7,27.0,0,296238153.70000005,797358916.97,0.20273549908323255,0.5456858137999484
48113000502,2233,119261,3.6,15.9,19.5,0,291786445.94,854381422.03,0.1996888989636197,0.5847101119125492
48113010905,3212,38353,93.2,1.2,94.4,1,508603.62,517466410.51,0.00034807133196171667,0.3541367298008303
48113000409,4139,69398,14.3,25.1,39.400000000000006,0,258868109.85,665274990.23,0.17716068909989566,0.4552919854761831
48113001902,5323,103958,10.7,13.2,23.9,0,291476837.59,854372634.03,0.1994770133487061,0.5847040976988374
48113000704,3332,134531,5.3,10.6,15.9,0,291786445.94,854379794.03,0.1996888989636197,0.5847089977637187
48113001705,2923,119342,7.8,13.9,21.7,0,291786445.94,854374984.03,0.1996888989636197,0.5847057059603556
48113000609,1628,91250,12.8,19.0,31.8,0,250150600.54999998,804687554.7,0.17119471686902626,0.5507012887117196
48113000611,2257,71020,9.9,28.8,38.7,0,285603541.29,804687554.7,0.19545752550835843,0.5507012887117196
48113003102,1723,104844,8.1,25.8,33.9,1,291484657.59000003,852168932.31,0.19948236509554573,0.583195957837531
48113010808,3267,47393,15.3,76.7,92.0,1,31839685.589999996,691800534.5,0.021790017484644673,0.4734451821149887
48113006702,2445,46667,0.5,86.8,87.3,1,90994485.6,831364923.01,0.062273587049898,0.568958388653114
48113010806,3684,119342,23.7,42.7,66.4,1,4340624.49,644378254.71,0.002970578439414071,0.44099095756352663
48113011004,2503,57949,63.7,32.3,96.0,1,4351524.489999999,622366810.73,0.002978038035392531,0.42592706040817546
48113011003,4022,59677,51.5,32.2,83.7,1,4070170.69,556773022.9,0.0027854888908966854,0.3810368626183871
48113013628,6562,81794,18.4,26.5,44.9,0,203195710.19,767137547.33,0.13906035803429842,0.5250033177054414
48113013629,3166,59201,15.0,54.5,69.5,0,203195710.19,739683464.53,0.13906035803429842,0.5062146603066142
48113014145,1230,57400,45.8,14.0,59.8,0,104831521.74000001,752757041.4999999,0.07174319247593137,0.5151617797735418
48113016711,2193,58648,60.8,33.1,93.9,1,174121265.04,541958296.87,0.11916277875751628,0.3708981588830303
48113011201,4319,62705,46.3,41.4,87.69999999999999,1,34897056.23,531164850.47,0.02388237984526933,0.363511484629895
48113016707,4777,57947,86.7,8.6,95.3,1,34564508.39,489359536.84999996,0.023654795209497783,0.33490132413833046
48113007829,2892,54302,66.6,20.0,86.6,0,156281309.2,690854200.63,0.10695370877219647,0.4727975428185728
48113019044,3680,65125,6.7,53.8,60.5,0,31312405.3,593267274.39,0.021429164463469836,0.4060123095589145
48113019046,3055,70580,5.4,61.8,67.2,0,27299462.529999997,591430959.68,0.01868284044981055,0.4047555970978223
48113012212,4748,71895,7.4,71.8,79.2,0,70255162.47000001,746499786.4,0.048080286919939166,0.5108795233533433
48113016706,2234,43917,57.8,27.6,85.4,1,174113445.04,482269406.24000007,0.11915742701067669,0.33004907553419116
48113019048,3596,95343,14.6,47.3,61.9,0,27299462.529999997,563450022.98,0.01868284044981055,0.3856063784848965
48113017816,5859,71806,4.8,82.8,87.6,0,20301121.520000003,649431719.3499999,0.01389340958246241,0.4444493799952549
48113007832,2360,47500,23.3,28.9,52.2,0,26439561.47,691585720.66,0.018094352882007766,0.47329817069691693
48113018152,5436,80912,13.5,39.5,53.0,0,5931139.3100000005,263400781.45,0.004059073664639267,0.1802626981676979
48113000901,2285,114699,2.1,12.4,14.5,0,258990390.07999995,826501937.35,0.17724437360557943,0.5656303236739719
48113000608,2572,119044,3.2,24.7,27.9,0,287721209.8,804820575.66,0.19690678711394646,0.5507923238143129
48113012213,2054,87417,1.1,29.0,30.1,0,70281752.64000002,711956633.6999999,0.04809848434426932,0.48723934326487683
48113010807,4975,53683,27.2,65.6,92.8,1,4054450.69,637911545.35,0.002774730647889217,0.43656535764281723
48113016415,4859,120962,25.7,38.5,64.2,1,2827149.64,288693036.79999995,0.0019348067967937148,0.19757187305715376
48113007701,2042,135069,2.1,1.2,3.3,0,128854315.46,693916287.5899999,0.08818359022135433,0.47489313287109697
48113013728,5031,73556,5.4,75.8,81.2,0,153380422.82,748911651.19,0.10496843901309369,0.5125301230678457
48113010003,3437,83995,25.8,19.1,44.900000000000006,0,248307404.91000003,724872159.5099999,0.1699332953292409,0.4960782977962516
48113016418,4973,83104,39.8,37.2,77.0,1,5531860.500000001,394151714.66999996,0.003785820581578653,0.2697442702436553
48113013201,2244,168837,11.1,5.3,16.4,0,144035281.01,697244970.79,0.0985729360530915,0.47717117248690344
48113013106,1543,65952,10.4,17.4,27.8,0,145966521.69999993,691577820.66,0.09989461268470286,0.47329276420074906
48113016417,5366,110307,17.8,48.8,66.6,1,2827149.64,224127812.84,0.0019348067967937148,0.1533855900295895
48113014146,2428,60327,12.0,27.2,39.2,0,104831521.74000001,754134558.24,0.07174319247593137,0.5161045062261994
48113013627,1653,72375,15.5,40.8,56.3,0,148794640.1,716353559.93,0.10183008246848745,0.49024845273486745
48113007205,4479,42985,4.8,93.3,98.1,0,116531785.94999999,696715791.28,0.07975046255371551,0.4768090197029879
48113007204,4879,53708,4.6,88.4,93.0,0,116531785.94999999,696715791.28,0.07975046255371551,0.4768090197029879
48113000410,4011,44936,0.3,85.4,85.7,0,205107121.73999995,696718791.28,0.14036846426471708,0.47681107280279844
48113014160,2857,79890,29.9,14.4,44.3,0,103708159.64,753967138.1500001,0.07097440097102169,0.5159899295078437
48113016637,2996,85224,56.5,39.8,96.3,1,905867.61,472753252.56999993,0.0006199455395022097,0.3235365377683976
48113014159,3071,228478,0.8,6.3,7.1,0,102465367.97,725084616.06,0.07012387585693024,0.4962236959637725
48113014150,1295,187143,0.0,0.2,0.2,0,118792313.44999999,705020292.37,0.08129749208107336,0.4824923429079502
48113014152,3672,84444,13.0,13.7,26.7,0,155560005.03,749770611.9,0.1064600722872626,0.5131179670915128
48113014317,2238,72196,19.3,40.9,60.2,0,104035159.07000001,754182584.64,0.07119818846028655,0.5161373738904471
48113014151,4560,128750,5.2,4.2,9.4,0,102465367.97,760537556.8000001,0.07012387585693024,0.5204865046031047
48113014319,2507,67481,32.8,17.0,49.8,0,102911796.97000001,749824188.9200001,0.07042939695537688,0.5131546334147175
48113014148,3651,47060,11.5,23.0,34.5,0,104056373.83999999,747534382.38,0.07121270714037609,0.5115875662902002
48113014315,3021,83491,6.8,62.8,69.6,0,103919722.24,745864649.3199999,0.07111918734901734,0.5104448567471287
48113014161,3758,54849,54.1,23.8,77.9,0,102933011.74,715014607.8799999,0.07044391563546641,0.4893321186681214
48113015405,2360,84143,25.0,38.6,63.6,0,49189353.48,572384816.73,0.03366355077087202,0.3917210529368119
48113014139,2709,59836,47.1,23.7,70.8,0,104056373.83999999,752757041.4999999,0.07121270714037609,0.5151617797735418
48113014903,4293,76582,0.5,84.9,85.4,0,135147985.26999998,715901937.66,0.0924907676529541,0.48993937753586975
48113014208,2026,73025,25.3,16.5,41.8,0,170354893.47,776924567.52,0.11658519983852896,0.5317012274715368
48113016633,6682,105739,81.8,10.1,91.9,1,738447.5199999999,445200026.87999994,0.0005053688211464684,0.3046800302866771
48113011603,3506,60404,10.0,77.9,87.9,1,169040372.92000002,546195749.1500001,0.11568558587445701,0.3737981297075082
48113014207,1863,93865,15.1,8.3,23.4,0,160458141.79,776611239.37,0.10981219350532205,0.5314867961497314
48113017005,4636,70232,17.1,55.3,72.4,1,22624352.36,338579528.03999996,0.01548335118164595,0.23171252162902847
48113017009,5442,48302,3.7,75.7,79.4,1,29090193.880000003,304908684.72,0.01990835718164212,0.20866932094817872
48113017007,5642,56422,7.7,77.0,84.7,1,22624352.36,287843047.1600001,0.01548335118164595,0.1969901685341926
48113017706,4943,93750,12.2,42.0,54.2,0,17873340.310000002,444342503.8399999,0.012231917201664319,0.30409317015634485
48113017817,2944,54647,29.9,18.8,48.7,0,13834412.16,559710396.13,0.009467809661753035,0.38304710275909787
48113018158,4005,90185,27.8,27.8,55.6,0,133020.96,409049985.87,9.103510259330484e-05,0.2799401495032463
48113017313,4199,120478,43.6,22.2,65.8,1,22479352.36,241497937.82,0.015384118024134311,0.16527312346501824
48113018154,5201,109131,7.9,16.5,24.4,0,0.0,210688026.43,0.0,0.1441878490520289
48113018157,4051,95938,38.8,15.0,53.8,0,5921998.3,218649042.62999997,0.004052817862672746,0.14963610266945848
48113018300,6950,77292,2.0,70.1,72.1,0,20943537.73,578337179.74,0.014333057782151782,0.3957946513929345
48113018401,4535,70819,8.7,63.3,72.0,0,22319009.229999997,605959570.46,0.015274384540857076,0.414698493111319
48113018402,4453,81250,5.8,56.1,61.9,0,20943537.73,543011731.12,0.014333057782151782,0.3716190941027434
48113018403,1544,48646,26.2,53.4,79.6,0,20943537.73,596114268.18,0.014333057782151782,0.4079606970292436
48113018600,4004,79196,9.4,53.8,63.2,0,28938008.03,593355926.39,0.019804206268372513,0.4060729800270505
48113018700,7231,57691,3.4,77.2,80.60000000000001,0,27561668.689999998,556431782.4200001,0.01886228558895401,0.3808033290301031
48113018143,6397,148958,18.2,14.0,32.2,0,5921998.3,128297923.72,0.004052817862672746,0.0878028142960192
48113019101,1238,78922,8.8,11.8,20.6,0,142985190.93999997,592466588.59,0.09785428947848654,0.405464346937475
48113016416,3021,74488,45.2,24.8,70.0,1,3235813.32,149618787.36,0.002214482571460786,0.10239410132962101
48113016525,2359,134779,49.9,21.2,71.1,1,408663.68,117586160.71000001,0.0002796757746670713,0.08047204142706293
48113017818,3252,63573,31.7,49.3,81.0,0,20300253.68,555258688.37,0.013892815661749202,0.38000050263948504
48113017705,3334,49394,39.4,33.5,72.9,0,20046154.67,523234062.66999996,0.013718918785315542,0.35808391831990344
48113016710,6322,61894,57.6,37.9,95.5,1,174121265.04,538007785.13,0.11916277875751628,0.3681945605813269
48113008401,5142,56420,2.9,87.2,90.1,0,56441629.519999996,687316076.13,0.03862676629221818,0.4703761685716467
48113018148,4572,64514,23.6,41.5,65.1,0,18978665.76,482868491.76,0.012988365025674466,0.3304590696567366
48113018156,5244,116685,28.4,18.1,46.5,0,7571166.970000001,228338451.08000004,0.0051814538240063145,0.1562672102205857
48113016629,2786,76111,43.1,43.8,86.9,1,592539.46,364174006.7,0.000405514217696831,0.2492285280586562
48113018153,6951,106488,11.4,15.3,26.700000000000003,0,5921998.3,224815952.00999993,0.004052817862672746,0.15385652949611733
48113011202,2569,63661,70.3,25.5,95.8,1,340447.84,548093142.25,0.00023299113193942544,0.3750966421789136
48113009001,5422,59757,24.9,70.9,95.8,0,27100029.24,610230705.53,0.01854635496650273,0.41762151531238645
48113016630,5799,114111,69.7,21.7,91.4,1,905867.61,418027344.25999993,0.0006199455395022097,0.28608395377326895
48113007834,2261,37500,74.4,20.8,95.2,0,75257971.41,587348327.22,0.05150404228230914,0.4019615797877168
48113007835,2712,54622,40.1,27.4,67.5,0,75257971.41,624116018.8,0.05150404228230914,0.427124159993906
48113017819,1702,41326,62.0,13.2,75.2,0,13844421.01,668163285.8,0.009474659384432762,0.45726863850541044
48113018159,5700,184129,3.1,10.0,13.1,0,13047526.45,411486473.37,0.008929291361035197,0.28160760017816105
48113009203,4318,59052,11.7,77.9,89.60000000000001,1,7750628.22,578198071.5,0.005304271110133799,0.39569945035920284
48113009002,4389,48538,16.5,77.4,93.9,0,19279205.060000002,604420348.51,0.013194044085642308,0.4136451010133209
48113019102,4511,91023,12.4,23.5,35.9,0,68866809.44000001,585876917.66,0.04713014447229952,0.40095459622474017
48113007833,2818,29559,14.3,74.5,88.8,0,26749540.760000005,691584092.66,0.018306492355869255,0.4732970565480864
48113017312,4554,98111,20.4,45.1,65.5,0,29078214.840000004,402373711.83,0.019900159126723785,0.27537113051426576
48113012102,3160,62237,23.2,67.8,91.0,0,19279205.060000002,610233055.53,0.013194044085642308,0.41762312357390474
48113016805,4142,95306,86.6,7.5,94.1,1,34556608.39,487248280.54,0.023649388713329906,0.33345645082827763
48113016529,3546,94469,38.8,43.5,82.3,1,3406233.4099999997,455454842.01,0.002331112389627113,0.31169808328700827
48113011604,3381,62392,16.7,79.7,96.4,1,168507586.21999997,540065950.2099999,0.1153209644501728,0.36960310002662744
48113018145,5305,133620,13.8,16.3,30.1,0,7571166.970000001,165463311.72,0.0051814538240063145,0.1132375646503993
48113018149,3847,140398,27.5,22.6,50.1,0,5921998.3,76443994.75,0.004052817862672746,0.052315717047210504
48113017010,5828,73907,17.7,65.4,83.10000000000001,1,29090193.880000003,435221631.59999996,0.01990835718164212,0.2978511498002384
48113017309,3142,76023,58.2,20.8,79.0,0,29078214.840000004,244036125.10000002,0.019900159126723785,0.16701017407295118
48113018801,4559,68631,7.6,63.6,71.2,0,18156716.649999995,559208822.1800001,0.01242585050499046,0.382703842298518
48113018802,1725,52959,23.2,38.3,61.5,0,27561668.689999998,563445212.98,0.01886228558895401,0.3856030866815335
48113018900,5918,69125,10.1,48.1,58.2,0,27299462.529999997,563731376.78,0.01868284044981055,0.3857989276293923
48113019013,4843,39131,14.9,78.5,93.4,0,27297980.369999997,593267274.39,0.018681826109005463,0.4060123095589145
48113019016,2419,66696,36.8,18.4,55.2,0,151026095.27999997,696188519.36,0.10335721587095019,0.4764481724099615
48113019020,7258,59519,13.0,34.0,47.0,0,27854605.630000003,563361370.98,0.019062761847629856,0.38554570801676047
48113019023,5242,106902,4.3,15.6,19.9,0,20080540.24,556895529.4599999,0.013742451121066831,0.38112070201676423
48113019024,3949,99083,13.9,22.9,36.8,0,27854605.630000003,591430959.68,0.019062761847629856,0.4047555970978223
48113019025,4710,104018,18.9,20.8,39.7,0,18159066.649999995,403542106.03000003,0.012427458766508751,0.27617074048450224
48113019026,5333,68242,6.8,20.7,27.5,0,18159066.649999995,559213632.1800001,0.012427458766508751,0.38270713410188095
48113019027,7280,68996,19.8,15.7,35.5,0,18149925.639999997,450175711.57000005,0.012421202964542234,0.30808522271820143
48113019028,3531,83229,26.5,33.5,60.0,0,38726693.69,556895529.4599999,0.02650325582651517,0.38112070201676423
48113021100,4704,26522,53.6,44.2,97.8,1,180631745.76999998,626884165.5600001,0.12361833434204435,0.4290185871901158
48113016632,3492,95651,58.4,31.9,90.3,1,425119.37,444758198.40999997,0.0002909374993410897,0.30437765763732105
48113016628,4889,75588,72.1,12.0,84.1,1,34556608.39,445534032.84999996,0.023649388713329906,0.3049086128179243
48113011901,3581,54906,19.9,69.7,89.6,0,6998628.22,552022486.84,0.004789627424280342,0.3777857543900651
48113011902,4432,64167,7.5,79.4,86.9,0,29477980.580000002,545847791.03,0.020173745448414656,0.3735599987907535
48113009204,2365,50773,27.9,58.3,86.19999999999999,0,7750628.22,595660414.62,0.005304271110133799,0.4076500948098871
48113011802,4068,44976,5.4,89.1,94.5,1,29477980.580000002,555431368.01,0.020173745448414656,0.3801186788182104
48113017307,4472,101417,49.5,21.5,71.0,0,6598862.4799999995,391199484.03,0.004516041102589472,0.26772386218772565
48113016627,2468,99107,64.9,29.1,94.0,1,34572568.39,445534032.84999996,0.023660311204322222,0.3049086128179243
48113011801,4873,56995,21.0,74.6,95.6,1,29477980.580000002,551583362.9499999,0.020173745448414656,0.3774852326649375
48113001601,2680,49750,37.8,23.6,61.4,0,291786445.94,853583431.3599999,0.1996888989636197,0.5841639937480738
48113007828,4733,60000,61.7,11.1,72.8,0,151026095.27999997,697320042.15,0.10335721587095019,0.47722254881856896
48113013013,4571,179330,2.2,3.7,5.9,0,15749657.04,649279196.13,0.010778539295204047,0.44434499819722434
48113002703,5226,29124,70.7,23.1,93.8,0,192722258.96999994,784816268.6800001,0.1318926777956452,0.5371020441904683
48113020900,2404,32447,58.1,26.2,84.3,1,222101982.18,843712361.54,0.15199917918148137,0.5774085632221674
48113018147,5137,114020,15.5,50.4,65.9,0,18845644.799999997,422870118.5799999,0.012897329923081157,0.2893981867863025
48113021000,5530,45344,42.5,53.3,95.8,1,249893456.07999998,825050220.33,0.17101873578147622,0.56463681702771
48113017308,4887,107826,37.4,29.2,66.6,0,29078214.840000004,391199484.03,0.019900159126723785,0.26772386218772565
48113017203,5606,71843,43.7,36.9,80.6,0,29477980.580000002,519229202.27,0.020173745448414656,0.35534312561034953
48113017311,3015,55368,27.5,37.5,65.0,0,17873340.310000002,440281659.97999996,0.012231917201664319,0.301314064236417
48113017314,8558,76667,26.7,53.2,79.9,1,28945193.880000003,450361874.1100001,0.01980912402413048,0.3082126261434055
48113017006,5883,59703,8.3,41.2,49.5,1,145000.0,241138633.29000002,9.923315751163728e-05,0.16502722744418974
48113012101,3236,46483,53.0,44.0,97.0,0,18527205.060000002,604662163.46,0.012679400399788852,0.4138105910893348
48113017820,4382,89766,21.2,53.2,74.4,0,13844421.01,649517132.3499999,0.009474659384432762,0.44450783379996206
48113016806,6177,70357,64.4,27.1,91.5,1,34556608.39,485096555.88,0.023649388713329906,0.3319838823309848
48113016631,5606,117302,84.5,8.5,93.0,1,905867.61,448199677.30999994,0.0006199455395022097,0.30673289086322914
48113020402,6338,93842,35.6,16.8,52.400000000000006,1,287156427.47999996,851372569.6400001,0.19652026895587507,0.5826509538218863
48113017204,5350,72437,39.1,45.4,84.5,1,28945193.880000003,483052297.82,0.01980912402413048,0.33058486038572676
48113017315,7095,93240,39.8,43.6,83.4,1,29090193.880000003,482742689.47,0.01990835718164212,0.33037297477081323
48113017310,3650,118372,35.2,34.1,69.30000000000001,0,29078214.840000004,254481233.0,0.019900159126723785,0.17415845708996322
48113017008,6756,87670,34.4,39.6,74.0,1,22624352.36,251606451.97999996,0.01548335118164595,0.17219105296741752
48113018155,6603,127176,15.1,22.9,38.0,0,5921998.3,135240251.4,0.004052817862672746,0.09255391151096293
48113017815,3481,67978,18.6,39.3,57.9,0,13835280.0,649517132.3499999,0.009468403582466242,0.44450783379996206
48113016709,3873,46259,38.0,51.4,89.4,1,174113445.04,535400584.28,0.11915742701067669,0.36641027939089565
48113019029,6130,75375,6.1,33.9,40.0,0,20089681.249999996,556895529.4599999,0.01374870692303335,0.38112070201676423
48113019031,5327,107870,11.0,23.8,34.8,0,37351222.19,456675102.5,0.025561929067809873,0.3125331888139697
48113019034,5066,40833,40.6,21.3,61.900000000000006,0,74938354.21,594179073.89,0.051285306944715836,0.4066363146858285
48113019035,6266,36697,39.1,38.0,77.1,0,74939222.05,594186893.89,0.05128590086542904,0.40664166643266814
48113019036,2612,148933,5.1,9.2,14.3,0,37351222.19,456675102.5,0.025561929067809873,0.3125331888139697
48113019037,2831,92138,3.4,20.2,23.6,0,38726693.69,563483572.39,0.02650325582651517,0.38562933858066856
48113019202,4645,95809,9.2,29.2,38.4,0,144331429.29,631518651.88,0.09877561004561591,0.4321902748520336
48113019203,3783,128705,1.3,19.8,21.1,0,142985190.93999997,592333567.63,0.09785428947848654,0.4053733118348817
48113017101,6381,50473,9.8,72.9,82.7,1,29090193.880000003,481396451.12,0.01990835718164212,0.32945165420368383
48113017201,6106,50350,18.4,70.2,88.6,1,29477980.580000002,547020676.17,0.020173745448414656,0.3743626822103444
48113019205,4727,174107,6.0,6.5,12.5,0,156166604.72,640364434.75,0.10687520885680937,0.4382440332303264
48113019208,5578,55142,21.7,60.2,81.9,0,154477375.45999998,702800786.41,0.10571915676556214,0.48097338715259363
48113017400,5528,74032,20.0,41.8,61.8,0,40352692.67,442126135.38,0.02761603522579863,0.30257636160120693
48113017704,6688,66287,21.4,50.8,72.19999999999999,0,18406127.01,479052097.4799999,0.012596538625948494,0.32784725686560723
48113017500,3439,107632,11.8,36.8,48.6,0,18406127.01,513595250.18000007,0.012596538625948494,0.3514874369540738
48113017805,5812,59888,35.0,51.0,86.0,0,18527205.060000002,573653586.63,0.012679400399788852,0.39258935668393413
48113017806,5115,61834,9.2,76.3,85.5,0,12062231.38,649431719.3499999,0.00825498832050589,0.4444493799952549
48113017602,3962,76137,14.3,56.7,71.0,0,18660226.02,594165785.8299999,0.012770435502382155,0.4066272207813388
48113019210,4753,213952,0.7,3.8,4.5,0,94254032.69,521046094.29,0.06450431222092262,0.35658654583105504
48113019211,5985,79474,12.8,28.0,40.8,0,70244326.17999999,564263978.9300001,0.048072870924957004,0.3861634227538198
48113019301,3373,250001,0.0,6.6,6.6,0,171383811.61999997,688859552.31,0.11728935705815331,0.47143247212258044
48113019400,4360,190159,0.0,12.7,12.7,0,219485181.02999997,689026972.4,0.15020832786634628,0.47154704884093623
48113019501,7425,250001,0.0,1.8,1.8,0,189944595.26999998,692066184.73,0.12999173752353174,0.4736269842606204
48113017811,5137,100750,18.1,25.0,43.1,0,13310766.469999999,544922291.22,0.00910944403943538,0.3729266176292175
48113017812,2060,78079,20.6,28.4,49.0,0,13844421.01,668163285.8,0.009474659384432762,0.45726863850541044
48113017808,4435,83180,13.2,32.4,45.6,0,13310766.469999999,617650188.15,0.00910944403943538,0.4226991614329748
48113017814,4821,88207,18.0,27.5,45.5,0,13301625.459999999,523225901.98,0.009103188237468859,0.3580783334162057
48113017900,5434,57865,10.7,73.5,84.2,0,13711400.05,674348471.7900001,0.009383624281839458,0.4615015732335791
48113019502,4040,250001,0.7,5.9,6.6000000000000005,0,232494961.40999997,683901336.77,0.15911178707765902,0.4680392349939083
48113019600,2254,250001,0.0,3.9,3.9,0,255474804.81,828589364.74,0.1748384244549346,0.5670588892669786
48113019700,1673,250001,0.0,9.6,9.6,0,259174512.56999996,804817575.66,0.17737038088869395,0.5507902707145023
48113019800,4847,243893,1.5,2.6,4.1,0,286962747.47,804820575.66,0.19638772082526004,0.5507923238143129
48113019900,3736,53788,4.1,83.2,87.3,1,31640291.15,750795713.0600001,0.0216535585889794,0.5138195120906552
48113013607,3436,144313,1.7,13.1,14.8,0,153957322.08999997,745605462.8299999,0.10536324960708167,0.5102674781692869
48113015900,3485,43644,12.3,66.3,78.6,1,5176917.080000001,530623617.75999993,0.0035429091587884515,0.36314108303843373
48113012604,6798,49922,44.6,40.6,85.2,0,20943537.73,674433884.7900001,0.014333057782151782,0.4615600270382863
48113013010,5189,40125,29.8,50.6,80.4,0,23665247.58,605891789.15,0.016195705107986434,0.41465210584641155
48113013622,3113,66371,16.1,31.3,47.400000000000006,0,150101073.13,739683464.53,0.10272416160396604,0.5062146603066142
48113013621,4518,70376,30.7,24.6,55.3,0,148802797.93,739150677.8299999,0.10183566541489672,0.5058500388823299
48113014135,4546,121157,12.5,9.8,22.3,0,13009014.93,505055052.44,0.008902935362896077,0.3456428108332879
48113014134,4088,161042,3.7,9.8,13.5,0,49225648.419999994,472943222.48,0.033688389815685095,0.32366654683047696
48113016626,4559,65106,61.2,25.4,86.6,1,425119.37,242338968.07999998,0.0002909374993410897,0.16584869648751915
48113016621,6787,79337,52.7,39.1,91.8,1,34572568.39,328606325.97,0.023660311204322222,0.2248871952020789
48113016623,9135,100607,55.2,29.1,84.30000000000001,1,422119.37,219551109.14999998,0.0002888843995305041,0.15025344686990771
48113018142,4263,102563,12.6,32.1,44.7,0,7695046.92,157436780.36999995,0.0052662331246330985,0.10774447465228448
48113018141,3331,47414,31.5,32.9,64.4,0,7695046.92,111117727.35000001,0.0052662331246330985,0.07604526165832909
48113018137,4386,72788,18.5,24.4,42.9,0,7704187.93,201061252.45999998,0.005272488926599619,0.1375996064472431
48113018138,4740,66426,44.1,16.8,60.900000000000006,0,18978665.76,349046058.71,0.012988365025674466,0.2388754656743836
48113018140,6087,96985,27.8,30.0,57.8,0,7562025.96,131151246.95999998,0.005175198022039794,0.08975553343054703
48113019042,8518,88390,33.7,11.8,45.5,0,36796079.09,355240284.29999995,0.025182007669990576,0.2431145868029014
48113019050,3057,175221,6.5,16.6,23.1,0,36796079.09,252216539.07999998,0.025182007669990576,0.1726085762039011
