GEOID,population,median_income,pct_black,pct_hispanic,pct_nonwhite,south_of_i30,vendor_cap_5mi,vendor_cap_15mi,vendor_share_5mi,vendor_share_15mi
48113019052,1316,94792,32.1,16.6,48.7,0,38726693.69,480538844.85,0.02650325582651517,0.3288647371135192
48113019053,1397,82159,37.7,12.2,49.900000000000006,0,85401401.57,564395371.89,0.05844586712903722,0.3862533437075826
48113019039,5635,90339,12.9,29.2,42.1,0,73581498.03,585876917.66,0.05035671988933254,0.40095459622474017
48113019213,3334,28814,25.0,59.8,84.8,0,157349217.58999997,701810445.27,0.10768454960994038,0.48029563075027726
48113013726,2599,87898,5.6,33.1,38.7,0,202645377.08999997,747154820.8700001,0.13868372843984209,0.5113278070687715
48113016624,3914,104469,76.1,16.7,92.8,1,425119.37,251876345.15000004,0.0002909374993410897,0.172375758839486
48113016622,4081,66250,58.1,20.1,78.2,1,34572568.39,225019328.39000002,0.023660311204322222,0.1539957134985359
48113010903,4418,37090,54.9,40.4,95.3,1,2218135.98,627524850.58,0.0015180181867970339,0.4294570506211848
48113001703,3758,117740,2.0,11.9,13.9,0,291786445.94,854379794.03,0.1996888989636197,0.5847089977637187
48113019212,2793,40036,8.9,87.8,96.7,0,162242299.83999997,702933807.37,0.11103321169015863,0.481064422255187
48113020300,2288,47372,76.8,11.8,88.6,0,225191385.64,850605770.14,0.15411346373433085,0.5821261818524839
48113020500,6363,32907,42.5,40.4,82.9,0,245833448.82999998,876189615.23,0.1682402024094925,0.5996349110219273
48113020600,2023,250001,0.0,7.6,7.6,0,118352379.85000001,691327583.23,0.08099641621746329,0.4731215100607043
48113020700,5574,90999,5.7,33.7,39.400000000000006,0,155518859.11,738356523.17,0.10643191339374317,0.5053065459549895
48113012301,4783,60317,18.2,61.7,79.9,0,19892177.05,729166096.9,0.013613541644496734,0.4990169251436101
48113012302,8885,44176,35.5,50.6,86.1,0,12870111.66,657425306.39,0.00880787460378717,0.44991992400782943
48113013626,2833,73971,29.6,32.5,62.1,0,203195710.19,734111668.22,0.13906035803429842,0.5024015089903867
48113011002,3666,65789,64.7,20.6,85.30000000000001,1,2625536.44,594042209.61,0.0017968294558831958,0.4065426493433806
48113011101,4552,67964,71.6,24.1,95.7,1,524323.62,572393137.0,0.0003588295749691852,0.39172674705173227
48113011103,3317,39186,36.6,57.4,94.0,1,521323.62,572240117.6499999,0.0003567764751585996,0.39162202571889854
48113011104,5353,42344,52.0,46.4,98.4,1,524323.62,535217459.22,0.0003588295749691852,0.36628495471556255
48113010101,4370,45051,38.2,57.0,95.2,0,280365826.12999994,878398126.95,0.19187300817405928,0.6011463426865966
48113010102,3425,58953,3.9,94.5,98.4,0,288138930.71999997,835009250.3000001,0.19719266136118965,0.5714524445427177
48113010500,3147,56904,14.5,80.3,94.8,0,235722312.68,839737436.1299999,0.16132047850470244,0.5746882570200464
48113010601,5765,65769,5.4,95.9,100.0,0,91617153.02,694079527.14,0.06269971983725127,0.47500484856749203
48113010602,3015,36910,28.7,63.2,91.9,0,37155347.56,725567634.05,0.025427879012559367,0.496554257345032
48113020100,2416,68030,7.4,68.1,75.5,0,129277249.60000001,727315943.0799999,0.08847303222226241,0.49775074165781136
48113020200,4262,36587,62.6,36.0,98.6,1,139578112.34,551056120.5899999,0.09552259866904982,0.37712440560178795
48113014128,4057,124202,4.4,4.7,9.1,0,60901473.16,734118896.5799999,0.04167893433639331,0.5024064558385689
48113016522,4633,77762,30.7,25.9,56.6,1,3238813.32,148644322.49,0.0022165356712713713,0.10172721011628123
48113017606,4787,58487,13.9,66.4,80.30000000000001,0,18406127.01,545534462.8800001,0.012596538625948494,0.37334556746894826
48113000606,2828,136250,5.5,10.6,16.1,0,289950131.22999996,804820575.66,0.1984321865025275,0.5507923238143129
48113016803,6094,53025,50.6,30.3,80.9,1,174105545.04,471404786.79,0.11915202051450882,0.3226136928225646
48113007812,2782,200750,1.7,10.2,11.9,0,77258464.75,691577820.66,0.05287311311478639,0.47329276420074906
48113009803,2180,93100,4.7,66.0,70.7,0,110922380.42,735167374.43,0.07591157274333525,0.5031239990636484
48113013717,2834,65848,2.5,72.5,75.0,0,144608661.24,702829894.02,0.09896533833362701,0.48099330742878615
48113006100,4703,56962,32.6,57.4,90.0,1,4348524.489999999,630144702.9399999,0.0029759849355819458,0.4312499900825441
48113017604,3485,54097,7.4,65.8,73.2,0,29477980.580000002,493247461.22,0.020173745448414656,0.3375620897342032
48113007809,3024,92727,10.6,26.0,36.6,0,26649540.760000005,708693381.59,0.018238055695516404,0.48500608250189886
48113019033,4629,69527,10.2,61.6,71.8,0,31310923.139999993,593267274.39,0.021428150122664743,0.4060123095589145
48113013618,3080,71797,7.3,18.6,25.9,0,160043997.14,733618644.62,0.10952876673783203,0.5020641001037953
48113009900,6347,83482,16.0,41.2,57.2,0,108683673.28,766750470.1700001,0.07437947634163837,0.5247384150241488
48113009804,6705,42756,2.8,85.1,87.89999999999999,0,110922380.42,735342694.52,0.07591157274333525,0.503243982278172
48113016516,5496,42500,23.8,44.2,68.0,1,500442.93,563803839.3399999,0.0003424864282639674,0.38584851858546243
48113018132,6193,86607,12.7,35.6,48.3,0,18978665.76,345995822.91999996,0.012988365025674466,0.23678798616682012
48113009103,3895,50927,35.7,59.7,95.4,1,51800227.57999998,604604224.29,0.03545034581092963,0.41377093945635063
48113001504,2605,71302,17.6,29.7,47.3,0,257925505.52999997,859500619.6600001,0.17651560218294593,0.5882135198073837
48113014308,4428,59583,14.7,63.4,78.1,0,103123359.57,754185584.64,0.07057418333337254,0.5161394269902577
48113006800,5480,62134,9.5,78.3,87.8,1,189325651.67,854425891.69,0.12956815319422402,0.5847405454627236
48113006900,3567,56616,11.4,64.5,75.9,1,234891704.06999996,857476127.48,0.16075203771141516,0.586828024970287
48113009701,4959,78365,3.7,65.7,69.4,0,106376381.27000001,723579568.45,0.07280044274540616,0.49519369164276816
48113014603,1875,52697,3.4,85.0,88.4,0,107359750.36999999,716044191.31,0.07347342771638805,0.49003673118315977
48113016618,4996,69066,61.8,21.4,83.19999999999999,1,905867.61,463163895.12999994,0.0006199455395022097,0.31697390178716367
48113016619,3389,41875,49.4,31.2,80.6,1,35040356.63,498398114.78,0.023980449853301614,0.3410870250170125
48113018130,3764,40109,59.9,15.9,75.8,0,13311634.31,669532641.8499999,0.009110037960148587,0.4582057800543701
48113019032,4628,67525,2.2,56.5,58.7,0,31312405.3,593267274.39,0.021429164463469836,0.4060123095589145
48113000100,4450,178472,5.5,10.5,16.0,0,212981262.55,776472348.9,0.14575726326656224,0.531391744150515
48113000201,3088,195000,4.1,6.1,10.2,0,239497932.73,848736522.17,0.16390438677453517,0.5808469309681022
48113000202,3829,147708,4.9,9.0,13.9,0,259004206.23000002,851033246.8299999,0.17725382891722882,0.5824187326229067
48113000300,4133,100409,2.6,10.8,13.4,0,251239281.85,851067089.0999999,0.1719397739926323,0.5824418931422823
48113000401,4666,58232,22.8,40.0,62.8,0,287721209.8,797239072.28,0.19690678711394646,0.5456037960965022
48113000405,1897,45300,51.3,15.8,67.1,0,287721209.8,797225896.01,0.19690678711394646,0.5455947786973552
48113001001,1656,150688,3.1,8.3,11.4,0,258991257.92000002,832420935.6499999,0.17724496752629268,0.569681088436834
48113001002,2049,128000,0.4,25.7,26.1,0,258990390.07999995,832423935.6499999,0.17724437360557943,0.5696831415366445
48113001102,2677,163813,0.6,7.2,7.8,0,267010281.30999997,832387093.3799999,0.1827329193273228,0.5696579279174583
48113001204,1770,62782,1.4,88.5,89.9,0,223602217.77999994,858686522.1999999,0.1530258903235459,0.5876563786937422
48113001301,2696,93398,4.9,33.1,38.0,0,224976710.68,859453321.7,0.15396654736109303,0.5881811506631447
48113001302,2824,72031,37.6,18.7,56.3,0,257926373.36999997,859500619.6600001,0.17651619610365915,0.5882135198073837
48113001400,2891,67500,13.1,38.2,51.3,0,259245356.92999995,859487163.97,0.1774188644027263,0.5882043111825203
48113001101,3866,156724,2.0,13.4,15.4,0,258991257.92000002,832420935.6499999,0.17724496752629268,0.569681088436834
48113001502,2621,49663,15.8,47.1,62.900000000000006,0,257925505.52999997,859500619.6600001,0.17651560218294593,0.5882135198073837
48113001503,1855,50662,22.8,21.1,43.900000000000006,0,257925505.52999997,853578621.3599999,0.17651560218294593,0.5841607019447108
48113012209,2208,115300,14.1,24.8,38.9,0,34828792.38,738322380.73,0.02383566234610105,0.5052831800092905
48113016620,5563,92950,55.0,26.8,81.8,1,34872936.54,467840463.73,0.02386587313494587,0.32017438915611396
48113016409,4205,112133,23.8,31.8,55.6,1,5291294.390000001,498301530.68999994,0.003621185169953881,0.3410209260913843
48113009303,3536,57092,10.8,88.9,99.7,1,44518391.34,562904887.14,0.03046690027590986,0.38523330572161396
48113016902,6723,45250,36.0,45.3,81.3,1,139570292.34,531198082.2799999,0.09551724692221022,0.36353422737083374
48113011601,3841,48358,36.6,55.3,91.9,1,140103079.04000002,552035896.24,0.09588186834649441,0.37779493133559844
48113019302,5906,214821,4.2,14.0,18.2,0,222799265.48999998,828589364.74,0.1524763765920432,0.5670588892669786
48113014601,2074,64488,6.0,63.7,69.7,0,107359750.36999999,717413808.0500001,0.07347342771638805,0.4909740511396495
48113004600,1743,82727,7.5,33.7,41.2,1,243415975.76,847404972.4999999,0.1665857645754549,0.5799356628430148
48113007102,4486,71068,29.9,23.8,53.7,0,258105243.23999998,665258813.96,0.17663860866906464,0.45528091497722545
48113007301,1928,250001,0.7,6.6,7.3,0,194180986.07,686178585.56,0.13289098190654727,0.46959770801371004
48113007302,4220,242870,4.3,7.2,11.5,0,190723186.4,689534713.32,0.1305245792907073,0.47189452976982915
48113003700,3456,78490,63.4,13.2,76.6,1,225191385.64,778928112.6500001,0.15411346373433085,0.5330723868471711
48113007810,4520,76250,10.0,17.3,27.3,0,75248830.4,690025257.79,0.051497786480342624,0.4722302420226427
48113007903,2265,144088,4.5,8.2,12.7,0,132484769.92,848569102.0799999,0.09066815200940956,0.5807323542497466
48113007906,2280,147738,1.5,6.6,8.1,0,72837328.59,688625926.98,0.04984743517723001,0.4712725867489902
48113016802,5663,86023,56.9,24.5,81.4,1,34559112.7,327613922.01000005,0.02365110257945879,0.22420802707464543
48113016704,4043,69079,54.4,23.2,77.6,1,174113445.04,523772007.44000006,0.11915742701067669,0.35845206975503435
48113018105,6039,71157,7.1,80.0,87.1,0,7571166.970000001,479460404.01,0.0051814538240063145,0.3281266882187419
48113018001,6816,51121,13.8,61.3,75.1,0,20943537.73,674433884.7900001,0.014333057782151782,0.4615600270382863
48113018110,5293,92432,6.2,15.4,21.6,0,18845644.799999997,503757388.34999996,0.012897329923081157,0.34475473286749364
48113018203,6090,80714,23.7,51.7,75.4,0,7571166.970000001,465303642.14000005,0.0051814538240063145,0.3184382731808078
48113018204,4953,60396,6.6,91.7,98.3,0,7571166.970000001,489515722.40999997,0.0051814538240063145,0.33500821231954786
48113018206,4263,60859,9.0,79.2,88.2,0,26611437.02,516512819.37,0.018211978768390865,0.35348412387119355
48113017703,5835,48135,29.8,53.7,83.5,0,20300253.68,555258688.37,0.013892815661749202,0.38000050263948504
48113008705,1657,36786,42.2,56.3,98.5,1,305234.49,556149055.42,0.00020889229120106396,0.3806098401133872
48113010701,6615,48225,12.4,82.5,94.9,1,56479062.760000005,836685572.3399999,0.038652384351536055,0.5725996633636524
48113013901,3674,69079,0.7,69.7,70.4,0,157001135.6,746412171.9199998,0.10744633392069464,0.5108195629292457
48113004202,1968,120208,7.7,33.4,41.1,1,270352464.81,854298381.0999999,0.18502019809758694,0.5846532814733312
48113004300,5481,74557,22.7,41.4,64.1,1,289761918.77,831573507.12,0.19830338018053556,0.5691011366520248
48113004400,3715,124440,6.2,19.5,25.7,1,289746387.59999996,857348616.89,0.19829275116647382,0.5867407609808948
48113004500,4954,63500,6.1,74.4,80.5,1,189333471.67,847532483.09,0.12957350494106362,0.5800229268324071
48113018120,5405,102031,30.5,25.6,56.1,0,5931139.3100000005,243762772.42,0.004059073664639267,0.16682310062777414
48113013615,5335,60929,24.6,55.8,80.4,0,151786152.98000002,741406452.5799999,0.10387737397758492,0.5073938157863129
48113013617,2736,153484,6.8,7.4,14.2,0,141896421.5,728144703.3199999,0.09710917203480811,0.49831791748839965
48113013619,4996,153654,0.9,16.1,17.0,0,141909389.32999998,735909647.22,0.09711804678458033,0.5036319857718323
48113018121,5081,66165,15.4,50.8,66.2,0,7571166.970000001,398303171.60999995,0.0051814538240063145,0.2725853887293781
48113018126,6641,95820,17.5,38.6,56.1,0,20943537.73,514542311.24,0.014333057782151782,0.3521355739150401
48113018127,2978,76655,19.5,52.5,72.0,0,20943537.73,542338446.1399999,0.014333057782151782,0.3711583203477739
48113013715,2206,100984,0.0,72.3,72.3,0,155518859.11,747188663.1399999,0.10643191339374317,0.5113509675881469
48113013716,5317,94667,8.8,41.4,50.2,0,71880764.31,701560384.18,0.049192794529869695,0.4801244972914393
48113013718,4295,63694,9.7,72.8,82.5,0,153380422.82,738093283.15,0.10496843901309369,0.5051263932765893
48113013719,4491,60227,11.8,17.6,29.4,0,66625550.389999986,660533332.5399998,0.045596301628623416,0.4520469533077827
48113013720,5130,74508,6.4,53.0,59.4,0,143695233.73999998,700748147.42,0.09834021905788244,0.4795686295787371
48113018128,5649,71646,29.3,44.2,73.5,0,19232764.77,496101409.0999999,0.013162261902108126,0.33951523635148617
48113018129,4104,51855,16.6,46.7,63.3,0,13311634.31,497937723.80999994,0.009110037960148587,0.3407719488125784
48113013721,5206,117951,13.2,23.2,36.4,0,148122986.26999998,708107953.0699999,0.10137042501810341,0.4846054347740577
48113013722,4593,63993,30.3,36.1,66.4,0,191747458.36,707602701.99,0.13122555681306203,0.484259657808509
48113013725,4233,55723,14.2,39.4,53.6,0,200520847.94,753408901.34,0.13722977164135922,0.5156078908782195
48113013804,2674,92361,2.8,43.8,46.6,0,199726776.02,745164519.3100001,0.13668633533851146,0.5099657111501567
48113013902,3705,90795,0.3,55.0,55.3,0,157005945.6,744620332.92,0.10744962572405761,0.5095932881587458
48113014001,4620,95772,4.7,45.0,49.7,0,157001135.6,744644908.8799999,0.10744633392069464,0.5096101071250194
48113019040,7981,81826,50.6,11.7,62.3,0,150718836.92999998,624930608.95,0.10314693851755491,0.4276816382881294
48113018506,3130,40246,78.0,5.7,83.7,0,30755780.039999995,585980310.03,0.021048228724845446,0.40102535450982785
48113010904,4006,48216,77.8,20.2,98.0,1,2231591.67,633990692.1,0.0015272268116604667,0.43388205662118096
48113014132,2906,78536,29.7,8.3,38.0,0,60901473.16,680254965.49,0.04167893433639331,0.4655437802658107
48113018501,4917,84009,2.0,79.2,81.2,0,30538345.39,608459662.39,0.02089942371193553,0.41640947253396215
48113014119,4231,130114,5.9,20.3,26.200000000000003,0,13009014.93,537871080.7099999,0.008902935362896077,0.36810100464172407
48113014120,5377,154643,1.7,13.8,15.5,0,72997060.58999999,532008773.21999997,0.049956750423544825,0.3640890371759529
48113014123,6106,183333,2.1,9.4,11.5,0,19907233.53,531207119.35,0.01362384579657543,0.3635404120397356
48113014126,7080,140735,1.5,25.6,27.1,0,40463097.730000004,576792648.09,0.027691592761723196,0.3947376255135817
48113014203,2978,93271,0.5,42.4,42.9,0,107359750.36999999,754185584.64,0.07347342771638805,0.5161394269902577
48113014204,2959,79583,8.9,35.5,44.4,0,111811458.12999998,780393793.53,0.07652002783600086,0.5340754498928734
48113014306,6221,74318,4.1,79.5,83.6,0,103919722.24,761651013.83,0.07111918734901734,0.5212485174089009
48113012601,6339,54651,13.0,69.0,82.0,0,20943537.73,596122428.87,0.014333057782151782,0.4079662819329414
48113012701,5634,60776,6.5,64.2,70.7,0,22289776.08,742489577.81,0.015254378349281136,0.508135070521164
48113012702,3054,60855,10.2,65.8,76.0,0,22289776.08,742637816.81,0.015254378349281136,0.5082365203421045
48113012900,4507,144375,2.0,21.7,23.7,0,13681008.169999998,745792033.96,0.00936282509414901,0.5103951612198415
48113014310,4650,69806,38.8,27.0,65.8,0,104831521.74000001,761963202.42,0.07174319247593137,0.5214621688538994
48113014405,3346,49262,8.1,65.4,73.5,0,103953564.50999999,725437380.34,0.07114234786839294,0.49646511605592236
48113014406,5055,70270,0.5,82.9,83.4,0,103953564.50999999,724611195.36,0.07114234786839294,0.4958997026472735
48113014407,5330,45573,17.9,63.8,81.69999999999999,0,103953564.50999999,720808959.5699999,0.07114234786839294,0.4932975794538565
48113014408,4052,65357,17.7,49.1,66.8,0,103953564.50999999,719462721.22,0.07114234786839294,0.4923762588867272
48113014309,6480,50851,25.5,59.0,84.5,0,104831521.74000001,761955382.4200001,0.07174319247593137,0.5214568171070599
48113013620,6736,84672,33.3,15.2,48.5,0,148807607.93,739150677.8299999,0.1018389572182597,0.5058500388823299
48113006402,4830,52782,0.0,97.4,97.4,1,31961439.299999997,713516390.8900001,0.02187334165762437,0.4883067889953265
48113010804,5281,37841,25.6,72.6,98.2,1,32128859.39,705237816.15,0.021987918375980114,0.48264120891845547
48113010805,5241,52143,25.9,66.9,92.8,1,32128859.39,697472891.77,0.021987918375980114,0.477327153993859
48113006401,2854,69620,0.0,87.8,87.8,1,71555261.24,726166340.22,0.04897003109941568,0.4969639918531066
48113013104,1903,150208,12.6,8.6,21.2,0,64465235.19000001,691585720.66,0.04411785405264837,0.47329817069691693
48113019041,2540,98889,27.4,9.6,37.0,0,77990940.00000001,587714860.37,0.05337439471379762,0.4022124228346629
48113007823,3163,75386,35.4,26.3,61.7,0,64465235.19000001,691577820.66,0.04411785405264837,0.47329276420074906
48113007822,1933,83288,30.2,19.3,49.5,0,59210889.110000014,691585720.66,0.04052195507211531,0.47329817069691693
48113007821,3291,44592,30.5,41.8,72.3,0,59210889.110000014,691585720.66,0.04052195507211531,0.47329817069691693
48113013011,4681,51406,34.0,52.1,86.1,0,28898317.73,608294158.9,0.019777043552568485,0.41629620747263874
48113007827,2484,54681,40.4,31.2,71.6,0,77231874.58000001,626799843.7700001,0.05285491569045626,0.4289608801730901
48113013005,4690,134519,3.9,6.4,10.3,0,31436505.009999998,608302058.9,0.02151409416050141,0.4163016139688066
48113013007,3126,89537,14.9,29.1,44.0,0,10750742.090000002,605891789.15,0.007357448849544543,0.41465210584641155
48113013008,3095,127841,13.1,17.0,30.1,0,33870642.510000005,626962368.95,0.023179936573897848,0.4290721069785145
48113013009,4759,100345,31.3,6.9,38.2,0,31332455.229999997,586900270.22,0.021442885965964917,0.40165494454043965
48113013101,2889,233068,0.2,7.0,7.2,0,149545310.42,697207566.5699999,0.10234381616575552,0.4771455742879044
48113007826,1565,66676,17.8,24.7,42.5,0,15740516.030000001,691584092.66,0.01077228349323753,0.4732970565480864
48113007824,1939,202188,0.9,15.6,16.5,0,59110889.110000014,691584092.66,0.04045351841176246,0.4732970565480864
48113007825,5059,77539,17.1,26.8,43.900000000000006,0,77231874.58000001,626962368.95,0.05285491569045626,0.4290721069785145
48113013102,2019,163214,1.0,5.6,6.6,0,150418229.45999998,691585720.66,0.1029412128043157,0.47329817069691693
48113014501,4120,108229,2.2,67.1,69.3,0,103919722.24,726812851.84,0.07111918734901734,0.4974064428146277
48113014502,5081,73374,1.1,76.9,78.0,0,103123359.57,716043323.47,0.07057418333337254,0.4900361372624466
48113014602,4526,59849,2.9,83.8,86.7,0,135147985.26999998,717923293.65,0.0924907676529541,0.4913227260692681
48113014701,4863,52386,4.1,78.3,82.39999999999999,0,139599693.03,736702045.66,0.09553736777256693,0.5041742768008564
48113007910,3225,61704,8.4,26.7,35.1,0,72837328.59,686215657.23,0.04984743517723001,0.46962307862659514
48113007909,2166,72631,10.0,10.1,20.1,0,166932103.85999998,686528985.38,0.1142427569385405,0.46983750994840046
48113013806,4089,78200,21.3,19.5,40.8,0,207092274.85,762188449.51,0.14172703675609194,0.5216163204398374
48113013727,4133,89831,26.3,22.9,49.2,0,193859019.68,745643957.44,0.13267063886177263,0.5102938225947868
48113014205,1804,172350,3.0,7.9,10.9,0,112723257.63,779751717.16,0.07714403296291489,0.5336360342683305
48113016412,5154,131250,27.3,39.0,66.3,1,2994569.73,463943456.80999994,0.002049383515149456,0.3175074077663463
48113013300,1855,250001,3.7,8.8,12.5,0,148031845.67000002,697074545.6099999,0.10130805143523788,0.4770545391853111
48113013400,1788,250001,0.4,8.9,9.3,0,148031845.67000002,691982752.25,0.10130805143523788,0.4735698858576588
48113013500,2600,250001,0.0,3.1,3.1,0,199751011.23,757950193.2,0.13670292110686494,0.5187157993640794
48113013605,5060,178558,2.0,8.8,10.8,0,160056964.97,741831645.52,0.10953764148760428,0.5076848036345051
48113013606,5559,86871,2.3,24.2,26.5,0,134434274.95,745605462.8299999,0.09200232814535243,0.5102674781692869
48113013608,2563,144681,11.9,5.8,17.7,0,144583136.02999997,745605462.8299999,0.09894786973235495,0.5102674781692869
48113015202,3464,61948,3.8,87.0,90.8,0,103953564.50999999,725437380.34,0.07114234786839294,0.49646511605592236
48113015205,3522,51746,4.5,75.9,80.4,0,106250289.17,706076742.6099999,0.07271414952319737,0.48321534217049583
48113015206,4396,73231,4.7,67.7,72.4,0,106250289.17,703026506.82,0.07271414952319737,0.48112786266293245
48113015303,1804,60466,0.0,88.6,88.6,0,106263465.44000001,590739738.65,0.07272316692234446,0.40428254850923373
48113015305,4125,76289,4.6,56.1,60.7,0,106250289.17,721560959.5699999,0.07271414952319737,0.49381222313970996
48113009101,5503,61011,21.0,67.4,88.4,0,52054326.58999999,610411581.31,0.03562424268736329,0.4177453006556056
48113009401,3251,100806,6.1,47.9,54.0,0,121799967.69999999,719244822.05,0.08335583020473401,0.4922271359718426
48113009402,2420,210795,1.6,10.7,12.3,0,121826557.86999999,719231645.78,0.08337402762906417,0.4922181185726955
48113009500,2215,202857,3.0,12.0,15.0,0,225162887.79,758086844.8,0.1540939607575185,0.518809319155438
48113012603,1947,102155,3.1,70.7,73.8,0,20943537.73,728354706.83,0.014333057782151782,0.4984616368772675
48113014138,4190,110857,8.0,11.4,19.4,0,168783474.37,769052180.25,0.1155097730863421,0.5263136285339056
48113014130,4217,118869,9.7,16.6,26.3,0,125685722.05,760522968.82,0.08601511071138974,0.5204765210767798
48113007912,2314,80982,12.4,6.0,18.4,0,72061494.15,688625926.98,0.04931647999662675,0.4712725867489902
48113013805,3991,61829,27.2,30.6,57.8,0,205719568.11,748877808.9200001,0.14078760210679742,0.5125069625484702
48113016521,7597,55483,36.1,26.8,62.900000000000006,1,5037124.93,630570757.56,0.003447240079892999,0.4315415676357512
48113018505,3928,40038,59.9,28.2,88.1,0,74948363.06,594186893.89,0.05129215666739557,0.40664166643266814
48113980000,0,-666666666,,,0.0,0,130054474.36999999,737277220.8199999,0.08900493889828553,0.5045679074715396
48113007913,2806,76095,11.8,9.5,21.3,0,166932103.85999998,826091377.7199999,0.1142427569385405,0.5653493503744428
48113018133,3626,89961,21.5,23.9,45.4,0,7571166.970000001,139820432.16999996,0.0051814538240063145,0.0956884342680745
48113020000,5815,205764,3.1,12.5,15.6,0,13009014.93,474923549.21999997,0.008902935362896077,0.32502181631540744
48113018135,5281,97336,14.9,17.6,32.5,0,7562025.96,102095750.49,0.005175198022039794,0.06987092199753785
48113019018,4869,68903,34.4,16.6,51.0,0,74940704.21,594179073.89,0.05128691520623413,0.4066363146858285
48113015700,2509,65160,0.9,88.6,89.5,0,5624974.080000001,560968705.88,0.0038495444060656354,0.38390824792889217
48113016001,3525,49646,2.3,79.9,82.2,1,2738553.1300000004,573217757.27,0.0018741743041605333,0.39229108962511294
48113016002,3739,37500,1.0,68.4,69.4,1,2738553.1300000004,576065552.9,0.0018741743041605333,0.3942400258479594
48113016100,3711,31836,33.7,53.8,87.5,1,50056707.55,502782362.11999995,0.03425713892981457,0.3440874574781173
48113016201,4342,84779,12.7,69.1,81.8,1,5565702.770000001,501580767.46000004,0.0038089811009542488,0.34326512622183514
48113016301,6777,71719,6.9,73.6,80.5,1,6880704.620000001,511668985.8499999,0.004708924450672486,0.35016916597705344
48113016410,4980,94286,29.9,31.2,61.1,1,3235135.8400000003,264710378.02999997,0.0022140189267742276,0.18115894233114507
48113016302,1757,46503,7.5,76.9,84.4,1,5157716.570000001,474878684.66,0.003529768970973736,0.3249911125088615
48113016511,4797,74818,52.2,23.1,75.30000000000001,1,892411.9199999999,463762768.71,0.0006107369146387769,0.3173837508650513
48113016615,4475,73833,64.4,21.5,85.9,1,425119.37,251876345.15000004,0.0002909374993410897,0.172375758839486
48113016616,6261,89059,50.9,34.2,85.1,1,408663.68,84244364.11,0.0002796757746670713,0.05765402933238174
48113018111,7181,63202,28.6,44.5,73.1,0,19100611.65,508316785.73,0.013071820720228028,0.34787503216658117
